index,sentences,greeting,need:books,need:hats,need:balls,offer:books,offer:hats,offer:balls,inquiry,agreement
15824,"how about get the hat , one book and one ball",,,,,,,,,
15825,i want the hat and at least two more items,,,,,,,,,
15826,that won't work for me,,,,,,,,,
15827,i want the hat one book and one ball,,,,,,,,,
15828,because that is the deal that i am willing to accept,,,,,,,,,
15829,can i keep one ball,,,,,,,,,
15830,sorry no deal,,,,,,,,,
15831,deal,,,,,,,,,
15832,take all balls and hat i keep all book,,,,,,,,,
15833,i'd like the hat and all balls,,,,,,,,,
15834,then i also need 2 books,,,,,,,,,
15835,let's put it this way . i need the hat and either all balls or all books . you choose,,,,,,,,,
15836,which ?,,,,,,,,,
15837,ok,,,,,,,,,
15838,i need the 2 hats you can have the rest,,,,,,,,,
15839,i need both hats or i can't make a deal,,,,,,,,,
15840,you can have the ball and the books,,,,,,,,,
15841,i would like the 2 hats and the ball .,,,,,,,,,
15842,"no deal , you can have one hat and i'll have the other , plus the ball",,,,,,,,,
15843,"no deal , the ball is not a good catch on its own",,,,,,,,,
15844,okay thanks .,,,,,,,,,
15845,okay,,,,,,,,,
15846,i'll take the ball and 2 books,,,,,,,,,
15847,great,,,,,,,,,
15848,"i want the 3 balls and at least one book . . . you can keep the rest , this is fair on my part",,,,,,,,,
15849,i would like the 2 hats and 2 books and you could keep all the three balls,,,,,,,,,
15850,okay done you could keep the balls and one book,,,,,,,,,
15851,"you can have the balls , i need 3 books and 1 hat",,,,,,,,,
15852,deal,,,,,,,,,
15853,i would like 2 balls and 2 hats,,,,,,,,,
15854,"ok , then i need the 2 balls and 1 hat",,,,,,,,,
15855,"all hats to me , you have rest",,,,,,,,,
15856,deal,,,,,,,,,
15857,deal,,,,,,,,,
15858,"one books for me , you have rest",,,,,,,,,
15859,no deal button not appearing,,,,,,,,,
15860,i must have the ball .,,,,,,,,,
15861,no deal,,,,,,,,,
15862,but the no deal button isn't available .,,,,,,,,,
15863,unfortunate waste of time .,,,,,,,,,
15864,we haven't even started . i want the ball and both hats .,,,,,,,,,
15865,i can't give up the ball either .,,,,,,,,,
15866,agreed . no deal .,,,,,,,,,
15867,i think we just keep chatting and it'll eventually pop up .,,,,,,,,,
15868,agreed . no deal .,,,,,,,,,
15869,i'll let you have a book and three hats .,,,,,,,,,
15870,two books and the rest for me ?,,,,,,,,,
15871,i would like 2 books 1 hat,,,,,,,,,
15872,"no deal , two books",,,,,,,,,
15873,yes,,,,,,,,,
15874,i i can have the books you can have the rest,,,,,,,,,
15875,me need books,,,,,,,,,
15876,can i get 1 book 1 hat you take the rest,,,,,,,,,
15877,ok hat and rest for me,,,,,,,,,
15878,thats a dal,,,,,,,,,
15879,hi i would like the book and hat and you can have the balls,,,,,,,,,
15880,give me all books and a ball,,,,,,,,,
15881,okay i will take the hat . done deal !,,,,,,,,,
15882,deal,,,,,,,,,
15883,if i can have the books you can have the rest,,,,,,,,,
15884,great ! thank you !,,,,,,,,,
15885,"i need a ball , can we split up the rest",,,,,,,,,
15886,there is no way possible for me to give up the ball sorry,,,,,,,,,
15887,i guess i'll take the loss for you . give me all the other goodies,,,,,,,,,
15888,i have to have the ball . you can have everything else,,,,,,,,,
15889,me either sorry . its worth 10 for me !,,,,,,,,,
15890,all yours,,,,,,,,,
15891,"i'll take the books , you can have everything else",,,,,,,,,
15892,sure,,,,,,,,,
15893,i want the hat a book and the ball,,,,,,,,,
15894,ok deal,,,,,,,,,
15895,you can have hat and all books and i keep the ball,,,,,,,,,
15896,i keep book you get everythign else,,,,,,,,,
15897,okay deal .,,,,,,,,,
15898,can i get the ball and one hat ?,,,,,,,,,
15899,sure .,,,,,,,,,
15900,give me all books,,,,,,,,,
15901,two book and hat to me,,,,,,,,,
15902,all books and ball to me,,,,,,,,,
15903,deal,,,,,,,,,
15904,two books,,,,,,,,,
15905,forget about the hat,,,,,,,,,
15906,two books and one ball,,,,,,,,,
15907,i want the hat and all the balls,,,,,,,,,
15908,deal,,,,,,,,,
15909,"i want hat , you take rest",,,,,,,,,
15910,give me the hat and balls,,,,,,,,,
15911,give me 2 books and the hat,,,,,,,,,
15912,i need 2 balls and 2 books,,,,,,,,,
15913,deal,,,,,,,,,
15914,"hello there ! i'd like the book and the hats , balls can be yours !",,,,,,,,,
15915,any chance i can have the book and 2 hats ?,,,,,,,,,
15916,"with that , i'm assuming your book is 2 points , and you're not willing to give it up ?",,,,,,,,,
15917,"hmph , alright . i'll go with just the hats",,,,,,,,,
15918,"i'm okay with you having the hats , but i'd like book and balls .",,,,,,,,,
15919,i have no need for the hats .,,,,,,,,,
15920,more,,,,,,,,,
15921,i'll take the ball and 2 books ?,,,,,,,,,
15922,how would you like all of the books ? i would take everything else .,,,,,,,,,
15923,that will work,,,,,,,,,
15924,if i can have the book and the ball you can have the hats,,,,,,,,,
15925,you can have all three hats,,,,,,,,,
15926,i do too . i can not make a deal without it . i do not think we will be able to make a deal .,,,,,,,,,
15927,no deal .,,,,,,,,,
15928,no deal .,,,,,,,,,
15929,"sorry , i definitely need the hat .",,,,,,,,,
15930,"sorry , i meant i definitely need the ball",,,,,,,,,
15931,no problem . no deal then .,,,,,,,,,
15932,no deal .,,,,,,,,,
15933,agreed . no deal .,,,,,,,,,
15934,ok,,,,,,,,,
15935,i'd like the balls and you can have the hat and books,,,,,,,,,
15936,"thanks , sounds like a deal",,,,,,,,,
15937,if i can have the ball and the books you can have the hats,,,,,,,,,
15938,okay well then would you accept one book as well ?,,,,,,,,,
15939,okay great ! thank you !,,,,,,,,,
15940,i dont want the hats that much,,,,,,,,,
15941,yes,,,,,,,,,
15942,deal,,,,,,,,,
15943,i'd like the book and the hat you can keep all 4 balls .,,,,,,,,,
15944,i need the book and a ball,,,,,,,,,
15945,"the hats are valueless to me , no deal . i want the book . if i cant have the book then there won't be no deal .",,,,,,,,,
15946,deal,,,,,,,,,
15947,"i'll take the book and balls , you can have the hats",,,,,,,,,
15948,"fine take that , i'll take the rest",,,,,,,,,
15949,"i can not make that deal . i need the books as well . can we split the difference ? you can have one book and the hat and i can have the book , the hat and the ball ?",,,,,,,,,
15950,i need the books as well . i can not make a deal without a least one,,,,,,,,,
15951,i need the ball as well,,,,,,,,,
15952,okay deal .,,,,,,,,,
15953,i would like both books and a hat,,,,,,,,,
15954,i just want the books,,,,,,,,,
15955,"ok , one hat one book",,,,,,,,,
15956,"yea you get one ball , book , hat",,,,,,,,,
15957,"hello , i'd like the balls and am willing to give you the book and hat in return",,,,,,,,,
15958,deal .,,,,,,,,,
15959,deal,,,,,,,,,
15960,i'll take the hats and give you the rest .,,,,,,,,,
15961,"you can have the books but , i need the hat and the balls",,,,,,,,,
15962,okay thank you !,,,,,,,,,
15963,give me the books and balls,,,,,,,,,
15964,ok,,,,,,,,,
15965,i will give you all of the hats for one ball .,,,,,,,,,
15966,"no , i will give you two books and a hat for one ball",,,,,,,,,
15967,"three hats , one book for the ball or nothing",,,,,,,,,
15968,"you can take the hat , if i can have 1 ball and all the books",,,,,,,,,
15969,"hi , can i take the hat and 2 balls ?",,,,,,,,,
15970,ok deal .,,,,,,,,,
15971,i will give you everything minus the one basketball .,,,,,,,,,
15972,deal .,,,,,,,,,
15973,i want the book and two balls,,,,,,,,,
15974,and i get the hat,,,,,,,,,
15975,the book the hat and a ball .,,,,,,,,,
15976,you can have 3 balls and i'll take the book .,,,,,,,,,
15977,deal i get the book you get the rest .,,,,,,,,,
15978,you can have them i'll take the ball and books,,,,,,,,,
15979,i only want the hats,,,,,,,,,
15980,sure,,,,,,,,,
15981,i'll give you the ball with 1 hat,,,,,,,,,
15982,"i want the ball and two books , you can have the hats .",,,,,,,,,
15983,okay fine . agreed .,,,,,,,,,
15984,no,,,,,,,,,
15985,no . i need the book and hat and 1 ball,,,,,,,,,
15986,ok no deal,,,,,,,,,
15987,just waiting for the button,,,,,,,,,
15988,yep,,,,,,,,,
15989,gimme book and 2 balls,,,,,,,,,
15990,"gimme book , you take rest",,,,,,,,,
15991,"i need the book , or we go to no deal",,,,,,,,,
15992,ok,,,,,,,,,
15993,same,,,,,,,,,
15994,ditto,,,,,,,,,
15995,two balls and a book,,,,,,,,,
15996,yes,,,,,,,,,
15997,so i get the hat and 1 book ?,,,,,,,,,
15998,i need the book and 1 hat,,,,,,,,,
15999,i need at least 1 of the other items with the book,,,,,,,,,
16000,then you take the book and i will take the rest,,,,,,,,,
16001,i'd like the book and one hat,,,,,,,,,
16002,"bummer , i'll take the hats and the balls ?",,,,,,,,,
16003,"no deal , sorry",,,,,,,,,
16004,"ok , deal",,,,,,,,,
16005,i would like the ball and the book and you can have the rest .,,,,,,,,,
16006,i would like the book and the ball then and you can have the rest .,,,,,,,,,
16007,"the ball's my highest valued item as well , i can't give it up .",,,,,,,,,
16008,it's grayed out .,,,,,,,,,
16009,no deal .,,,,,,,,,
16010,no deal,,,,,,,,,
16011,i need the ball thats it,,,,,,,,,
16012,hit the no deal button,,,,,,,,,
16013,keep saying no deal,,,,,,,,,
16014,no deal,,,,,,,,,
16015,deal .,,,,,,,,,
16016,i'll take the books . . . . . you can have the rest if you like .,,,,,,,,,
16017,give me book,,,,,,,,,
16018,i need book or no deal,,,,,,,,,
16019,"ok , no deal",,,,,,,,,
16020,me too,,,,,,,,,
16021,true,,,,,,,,,
16022,"i want the book , you can have 3 balls and one hat",,,,,,,,,
16023,"then no deal , sorry i can`t give you the book",,,,,,,,,
16024,sorry did not work out,,,,,,,,,
16025,maybe next time,,,,,,,,,
16026,yes,,,,,,,,,
16027,i would like the hat and 2 balls,,,,,,,,,
16028,"ok , can i add 1 book",,,,,,,,,
16029,"ok , 1 hat , 1 ball works for me",,,,,,,,,
16030,what would you like,,,,,,,,,
16031,only one ball,,,,,,,,,
16032,nope,,,,,,,,,
16033,deal,,,,,,,,,
16034,i'd like the hats and balls,,,,,,,,,
16035,i need at least one hat with the balls,,,,,,,,,
16036,deal,,,,,,,,,
16037,"you can have the balls but , i need the hats and the books please",,,,,,,,,
16038,okay you can have one hat and the balls,,,,,,,,,
16039,you can have 1 ball and a book,,,,,,,,,
16040,i need 2 hats and 1 ball,,,,,,,,,
16041,ok . if i get 2 hats,,,,,,,,,
16042,i would like 2 balls and 1 book please .,,,,,,,,,
16043,"no deal . i would like 1 book , 1 hat , and 1 ball then .",,,,,,,,,
16044,"i need 2 balls and 1 book . or 1 book , 1 hat , 1 ball . otherwise , not enough for me to make a deal",,,,,,,,,
16045,"ok , 2 hats for you . thanks",,,,,,,,,
16046,i woud like the book and one hat,,,,,,,,,
16047,deal,,,,,,,,,
16048,i want the hats and one ball,,,,,,,,,
16049,i will take the basketball and the hats you can have the books,,,,,,,,,
16050,no way i will take the baskeball 1 hat and 1 book you can have 1 book and 1 hat,,,,,,,,,
16051,"you can have the hat and two balls but , i would need the books and one ball",,,,,,,,,
16052,i don't think we can make a deal then . i'm sorry . i need the books as well,,,,,,,,,
16053,no deal .,,,,,,,,,
16054,no deal,,,,,,,,,
16055,no deal,,,,,,,,,
16056,"hi , i need the hat and 2 books",,,,,,,,,
16057,"sorry no deal , need the hat and 2 books or it`s not fair on my side",,,,,,,,,
16058,no deal sorry,,,,,,,,,
16059,no deal,,,,,,,,,
16060,no deal,,,,,,,,,
16061,one of each,,,,,,,,,
16062,no deal,,,,,,,,,
16063,no deal,,,,,,,,,
16064,no,,,,,,,,,
16065,hit the no deal buton we both get paid,,,,,,,,,
16066,"i need the book and a hat , you can have the rest",,,,,,,,,
16067,"ok , just the book for me",,,,,,,,,
16068,you can't give up the book ?,,,,,,,,,
16069,well then no deal,,,,,,,,,
16070,hasn't popped up yet,,,,,,,,,
16071,ok,,,,,,,,,
16072,"so , if i can have the book and the hat , i'll gladly give you all three balls .",,,,,,,,,
16073,"awesome , deal .",,,,,,,,,
16074,can i have the book ?,,,,,,,,,
16075,"ok , i`ll take the book and 2 hats",,,,,,,,,
16076,if i can have the balls and 1 / 2 the hats,,,,,,,,,
16077,ok deal,,,,,,,,,
16078,i need the hat and 1 book and you can have the rest,,,,,,,,,
16079,the balls have no value,,,,,,,,,
16080,i have to have the hat,,,,,,,,,
16081,how about i take the books and 1 ball,,,,,,,,,
16082,i'll take the books and hat if you want the balls,,,,,,,,,
16083,i cant make that work mathmatecally . . . . . . i could do the hat and 3 balls,,,,,,,,,
16084,thats what i was saying i will take the balls and a hat,,,,,,,,,
16085,i would have to take everything else if you wanted the hat,,,,,,,,,
16086,hi . ill take the balls and books and you can have the hat,,,,,,,,,
16087,no sorry . how about 2 balls and the hat ?,,,,,,,,,
16088,sorry looks like we dont have a deal,,,,,,,,,
16089,ok . we have to go back and forth until it does,,,,,,,,,
16090,yep,,,,,,,,,
16091,gee . . . . what a deal =p i'll take two books and a hat,,,,,,,,,
16092,still screws me mathmatically . . . . . . . i can go two books and two balls or the hat and two books . . . . . . or all three books,,,,,,,,,
16093,ok . . . . click on the no deal button when you can,,,,,,,,,
16094,ok,,,,,,,,,
16095,ok,,,,,,,,,
16096,is that the best deal you got ?,,,,,,,,,
16097,ill take the 1 st deal . you can have the hat and 1 book,,,,,,,,,
16098,i would like the hat and 1 book,,,,,,,,,
16099,ok how about the hat and a ball,,,,,,,,,
16100,ok deal,,,,,,,,,
16101,ok,,,,,,,,,
16102,i'll take the ball and a book,,,,,,,,,
16103,i do too,,,,,,,,,
16104,i would need the same or two books instead of ball,,,,,,,,,
16105,same here,,,,,,,,,
16106,"yes , click on the no deal button",,,,,,,,,
16107,"look below it says ""no deal was agreed""",,,,,,,,,
16108,i want 3 hats,,,,,,,,,
16109,i can settle for 2 hats and ball .,,,,,,,,,
16110,i don't get to 5 unless i have 2 hats,,,,,,,,,
16111,i don't think we can agree .,,,,,,,,,
16112,okay,,,,,,,,,
16113,i want three hats and the book,,,,,,,,,
16114,you cant have everything mate,,,,,,,,,
16115,i want the ball and two hats then,,,,,,,,,
16116,gimme hats and ball,,,,,,,,,
16117,"so do i ,",,,,,,,,,
16118,"but , thats not what memaw says",,,,,,,,,
16119,ok,,,,,,,,,
16120,i just love those books and hats,,,,,,,,,
16121,"i need both books , but i can give you both hats to go with the ball",,,,,,,,,
16122,may i have one of the books in addition to the ball ?,,,,,,,,,
16123,deal .,,,,,,,,,
16124,ok deal,,,,,,,,,
16125,i keep the ball you get eveyrthing else,,,,,,,,,
16126,i'll give you 4 hats and keep the book and the basketball,,,,,,,,,
16127,"ill give you the ball and keep the rest , i am very very articulated",,,,,,,,,
16128,i just want the ball . i can't read and i have no head .,,,,,,,,,
16129,i'd really like a ball .,,,,,,,,,
16130,good deal . thank you .,,,,,,,,,
16131,"ok , ball to you , i get rest",,,,,,,,,
16132,you can have the balls,,,,,,,,,
16133,take the ball and 2 hats,,,,,,,,,
16134,i will make any deal where i get three objects total .,,,,,,,,,
16135,you can have the balls if i can have the rest,,,,,,,,,
16136,i'll let you have everything else if i can have the ball .,,,,,,,,,
16137,sounds good to me,,,,,,,,,
16138,i just want the ball,,,,,,,,,
16139,no deal then,,,,,,,,,
16140,return the hit,,,,,,,,,
16141,bet no deal,,,,,,,,,
16142,no deal,,,,,,,,,
16143,so do i so i have a feeling no deal,,,,,,,,,
16144,no deal,,,,,,,,,
16145,no just keep saying no deal until the no deal button lights up then we get paid,,,,,,,,,
16146,no deal,,,,,,,,,
16147,no deal,,,,,,,,,
16148,"hey , can i have everything ?",,,,,,,,,
16149,how about 4 balls and i get the hats and books,,,,,,,,,
16150,"no , lets go back to that 1 hat and 1 ball thing then if that's the case",,,,,,,,,
16151,cool,,,,,,,,,
16152,no i want 1 hat and 1 balls,,,,,,,,,
16153,what about i keep 1 hat and 1 book you can keep everything else,,,,,,,,,
16154,okay deal i will keep 1 hat and 1 ball and you keep the rest,,,,,,,,,
16155,"hi , i want the book and a ball .",,,,,,,,,
16156,i need one ball,,,,,,,,,
16157,you can have the book and i can have the rest,,,,,,,,,
16158,okay deal .,,,,,,,,,
