index,sentences,greeting,misc:books,misc:hats,misc:balls,need:books,need:hats,need:balls,offer:books,offer:hats,offer:balls,inquiry,agreement,thanks,numeric,same,annotated,cluster
18586,"i'd like the book and the hats , you can keep the balls",False,,,,,,,,,,,,False,,False,False,-1
18587,sounds good to me .,False,,,,,,,,,,,,False,,False,False,16
18588,i would like 3 hats and 1 book . you can have 1 book and the ball .,False,,,,,,,,,,,,False,,False,False,7
18589,deal,False,,,,,,,,,,,Full,False,,False,True,0
18590,i need at least three to be worth it,False,,,,,,,,,,,,False,,False,False,7
18591,i can do that,False,,,,,,,,,,,Full,False,,False,True,16
18592,how about i get one of each ?,False,,,,,,,,,,,,False,,False,False,16
18593,what if i take the book and one hat ?,False,,,,,,,,,,,,False,,False,False,27
18594,"okay , deal",False,,,,,,,,,,,Full,False,,False,True,12
18595,i can't give up the hats . i'll take the hats . you take the balls .,False,,,,,,,,,,,,False,,False,False,15
18596,i'll take one hat and the book . you take a hat and we'll split the balls .,False,,,,,,,,,,,,False,,False,False,-1
18597,ok . deal !,False,,,,,,,,,,,,False,,False,False,16
18598,i would like the hats and the balls .,False,,,,,,,,,,,,False,,False,False,17
18599,i need at least one hat .,False,,,,,,,,,,,,False,,False,False,19
18600,"ok , i guess that works .",False,,,,,,,,,,,,False,,False,False,16
18601,ok !,False,,,,,,,,,,,,False,,False,False,-1
18602,i just want the ball,False,,,,,,,,,,,,False,,False,False,19
18603,thx,False,,,,,,,,,,,Full,True,,False,True,-1
18604,"you can have the hats , i'll take the ball and the book",False,,,,,,,,,,,,False,,False,False,35
18605,deal .,False,,,,,,,,,,,Full,False,,False,True,13
18606,i can give you the hat and keep the basketballs . : d,False,,,,,,,,,,,,False,,False,False,14
18607,"hi ! that hat is gorgeous . i'd like the hat and both of the basketballs , please .",True,,,,,,,,,,,,False,,False,False,14
18608,"no , the basketballs are important to me . i played in college . how about i get both basketballs and one book ? you can have the rest .",False,,,,,,,,,,,,False,,False,False,14
18609,i can offer 2 balls and 1 hat,False,,,,,,,,,,,,False,,False,False,19
18610,i'd go for two hats and a ball,False,,,,,,,,,,,,False,,False,False,19
18611,"hello , can i have the hats and balls ? you can have the books .",True,,,,,,,,,,,,False,,False,False,33
18612,i really need both hats . would you like both balls as well as all the books ?,False,,,,,,,,,,,,False,,False,False,-1
18613,"yes , that sounds good .",False,,,,,,,,,,,,False,,False,False,16
18614,i need at least one hat as well .,False,,,,,,,,,,,,False,,False,False,19
18615,you take the hats and i will take the rest ?,False,,,,,,,,,,,,False,,False,False,19
18616,what would you like,False,,,,,,,,,,True,,False,,False,True,6
18617,i'd really like the book and the hat . i hate sports so you can have all the balls,False,,,,,,,,,,,,False,,False,False,34
18618,no i really am a fair headed geek . need to protect my skin when i read outside,False,,,,,,,,,,,,False,,False,False,-1
18619,deal,False,,,,,,,,,,,Full,False,,False,True,0
18620,i'd love the book ; the others i can take what you're willing to spare - they're all the same value .,False,,,,,,,,,,,,False,,False,False,-1
18621,"i like to read , though ! any way you will be satisfied without the book ?",False,,,,,,,,,,,,False,,False,False,-1
18622,that's just great ; i'll take the balls and a terrible score . : ) deal .,False,,,,,,,,,,,,False,,False,False,19
18623,"hi , can i have all the hats ?",True,,,,,,,,,,,,False,,False,False,19
18624,"sorry , i want all 4 hats",False,,,,,,,,,,,,False,,False,False,26
18625,"no deal , thank you",False,,,,,,,,,,,,False,,False,False,16
18626,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
18627,"keep talking , we need to exchange some texts",False,,,,,,,,,,,,False,,False,False,16
18628,i ll give you 2 hats,False,,,,,,,,,,,,False,,False,False,19
18629,nope not going to happen,False,,,,,,,,,,,,False,,False,False,16
18630,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
18631,i cant click no deal,False,,,,,,,,,,,,False,,False,False,16
18632,okay wonder what it was,False,,,,,,,,,,,,False,,False,False,16
18633,can i have the books ? you can have the rest .,False,,,,,,,,,,,,False,,False,False,32
18634,ok,False,,,,,,,,,,,Full,False,,False,True,5
18635,i'll give you one book and the rest,False,,,,,,,,,,,,False,,False,False,-1
18636,deal,False,,,,,,,,,,,Full,False,,False,True,0
18637,negatron megatron i only need those balls,False,,,,,,,,,,,,False,,False,False,19
18638,that works for me .,False,,,,,,,,,,,,False,,False,False,16
18639,"i need the book and the balls , you can have the hats",False,,,,,,,,,,,,False,,False,False,36
18640,you take the balls and i will take the rest,False,,,,,,,,,,,,False,,False,False,19
18641,no i can not do that . i need the hat and then we are going to have to split up the balls and the books .,False,,,,,,,,,,,,False,,False,False,34
18642,i'm going to need more then 1 . i am going to need 3 minimum of any combination of books or balls .,False,,,,,,,,,,,,False,,False,False,7
18643,agreed . no deal .,False,,,,,,,,,,,No Deal,False,,False,True,16
18644,no deal .,False,,,,,,,,,,,No Deal,False,,False,True,10
18645,no deal .,False,,,,,,,,,,,No Deal,False,,False,True,10
18646,can i have the balls and the books,False,,,,,,,,,,,,False,,False,False,28
18647,you take the hat and i can add you one book,False,,,,,,,,,,,,False,,False,False,27
18648,then we have no deal,False,,,,,,,,,,,,False,,False,False,16
18649,no dewal,False,,,,,,,,,,,,False,,False,False,-1
18650,still no deal,False,,,,,,,,,,,,False,,False,False,16
18651,ill take the book and a ball if that's ok,False,,,,,,,,,,,,False,,False,False,28
18652,i need the book,False,,,,,,,,,,,,False,,False,False,-1
18653,same here . . . . . no deal button ?,False,,,,,,,,,,,,False,,False,False,16
18654,i need the book and balls,False,,,,,,,,,,,,False,,False,False,-1
18655,were boned then =(,False,,,,,,,,,,,,False,,False,False,16
18656,i need the book as well,False,,,,,,,,,,,,False,,False,False,30
18657,"hello , can i have the hat and book ? you can have all 4 balls",True,,,,,,,,,,,,False,,False,False,26
18658,thank you,False,,,,,,,,,,,Full,True,,False,True,-1
18659,sure ! deal,False,,,,,,,,,,,,False,,False,False,16
18660,i would love the book and two hats,False,,,,,,,,,,,,False,,False,False,22
18661,sorry can't do it . the ball to me is worth nothing,False,,,,,,,,,,,,False,,False,False,19
18662,"if i can just have the book , you can have everything else .",False,,,,,,,,,,,,False,,False,False,31
18663,i can do both balls and a hat,False,,,,,,,,,,,,False,,False,False,15
18664,i can do that deal,False,,,,,,,,,,,,False,,False,False,16
18665,i'll give you 1 ball and 1 hat,False,,,,,,,,,,,,False,,False,False,19
18666,can't give any ball . 2 hats and 1 book,False,,,,,,,,,,,,False,,False,False,-1
18667,no i really want the ball . would you like the hat ?,False,,,,,,,,,,,,False,,False,False,17
18668,how about just the ball and i take the rest ?,False,,,,,,,,,,,,False,,False,False,19
18669,great !,False,,,,,,,,,,,Full,False,,False,True,-1
18670,"i get 1 ball and 2 books , you get the rest",False,,,,,,,,,,,,False,,False,False,-1
18671,hat doesn't fit . ball i like . me get ball and 1 book ?,False,,,,,,,,,,,,False,,False,False,34
18672,deal,False,,,,,,,,,,,Full,False,,False,True,0
18673,i'd like both books and the hats if the balls are of value to you .,False,,,,,,,,,,,,False,,False,False,23
18674,if i give up the books i lose out . would you give me both books and you keep all 4 other items ?,False,,,,,,,,,,,,False,,False,False,26
18675,"you may have the hats , but i will need at least one book .",False,,,,,,,,,,,,False,,False,False,24
18676,i agree to that .,False,,,,,,,,,,,,False,,False,False,16
18677,if i can have the balls and the hat you can have the books,False,,,,,,,,,,,,False,,False,False,-1
18678,"i can't either so , no deal . i'm sorry .",False,,,,,,,,,,,,False,,False,False,16
18679,no deal .,False,,,,,,,,,,,No Deal,False,,False,True,10
18680,no deal .,False,,,,,,,,,,,No Deal,False,,False,True,10
18681,it will once the conversations goes on long enough,False,,,,,,,,,,,,False,,False,False,16
18682,"i need the balls , you can take the rest . but i can't make a deal without all balls",False,,,,,,,,,,,,False,,False,False,19
18683,"agree , no deal",False,,,,,,,,,,,No Deal,False,,False,True,16
18684,ok,False,,,,,,,,,,,Full,False,,False,True,5
18685,my no deal button isn't turning on,False,,,,,,,,,,,,False,,False,False,16
18686,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
18687,i need the hat as well . . . are you willing to make a deal without it ?,False,,,,,,,,,,,,False,,False,False,19
18688,no deal . i'm sorry i need the hat as well .,False,,,,,,,,,,,,False,,False,False,19
18689,"you can have the balls and balls only ,",False,,,,,,,,,,,,False,,False,False,19
18690,"i would like the balls and 1 hat , you can have 1 hat and all the books",False,,,,,,,,,,,,False,,False,False,29
18691,i need the hats and at least one ball .,False,,,,,,,,,,,,False,,False,False,19
18692,deal i get 1 ball and book,False,,,,,,,,,,,,False,,False,False,29
18693,hmmmm . ok,False,,,,,,,,,,,,False,,False,False,16
18694,you can have all the balls but i need the hat and book .,False,,,,,,,,,,,,False,,False,False,-1
18695,sorry i cant do that . i need both balls too . i can offer you the hats and books,False,,,,,,,,,,,,False,,False,False,34
18696,ok . so you want both hats and a book ?,False,,,,,,,,,,,,False,,False,False,18
18697,"ok , deal",False,,,,,,,,,,,Full,False,,False,True,-1
18698,i would like both balls and both hats .,False,,,,,,,,,,,,False,,False,False,17
18699,that leaves me with 2 points . if i give up a ball i would need both hats .,False,,,,,,,,,,,,False,,False,False,19
18700,no i want 1 ball and both hats,False,,,,,,,,,,,,False,,False,False,19
18701,can i have the book and the balls ?,False,,,,,,,,,,,,False,,False,False,28
18702,if you give me one ball also ?,False,,,,,,,,,,,,False,,False,False,19
18703,"ok , i'll take the book and the hat . deal",False,,,,,,,,,,,,False,,False,False,18
18704,"ouch , gimme balls , u have rest",False,,,,,,,,,,,,False,,False,False,19
18705,"no sir , that deal is unsatisfactory .",False,,,,,,,,,,,,False,,False,False,16
18706,ill give you all the books,False,,,,,,,,,,,,False,,False,False,-1
18707,ill give you all the books and a hat,False,,,,,,,,,,,,False,,False,False,-1
18708,ill give you evrerything i keep my balls,False,,,,,,,,,,,,False,,False,False,19
18709,no balls,False,,,,,,,,,,,,False,,False,False,-1
18710,deal,False,,,,,,,,,,,Full,False,,False,True,0
18711,i'll take the books and basketball and one hat,False,,,,,,,,,,,,False,,False,False,14
18712,i need the basketball . i'll take that and both books .,False,,,,,,,,,,,,False,,False,False,14
18713,i'll take once of each,False,,,,,,,,,,,,False,,False,False,16
18714,i'll take everything except that .,False,,,,,,,,,,,,False,,False,False,16
18715,"could i have the book , the hat and a basketball .",False,,,,,,,,,,,,False,,False,False,14
18716,how about i give you the book because i can't read and 2 basketballs .,False,,,,,,,,,,,,False,,False,False,14
18717,sorry to hear about your neck . i will take that deal .,False,,,,,,,,,,,,False,,False,False,16
18718,nope . i'll give you 4 balls,False,,,,,,,,,,,,False,,False,False,26
18719,"well i can't play basektball , i broke my neck so i'll give you 2 balls and a hat for 1 book",False,,,,,,,,,,,,False,,False,False,-1
18720,"hi , can i have 2 balls ? you can have 3 books and 2 hats",True,,,,,,,,,,,,False,,False,False,7
18721,"ya , sounds good to me",False,,,,,,,,,,,,False,,False,False,16
18722,i need two books and one hat,False,,,,,,,,,,,,False,,False,False,20
18723,no can do,False,,,,,,,,,,,No Deal,False,,False,True,-1
18724,"so i guess no deal ,",False,,,,,,,,,,,,False,,False,False,16
18725,no deal,False,,,,,,,,,,,No Deal,False,,False,True,1
18726,true,False,,,,,,,,,,,,False,,False,False,-1
18727,if i can have the hat and ball i will cede the lovely books,False,,,,,,,,,,,,False,,False,False,-1
18728,the hat is really paramount for me . i can give you all other things,False,,,,,,,,,,,,False,,False,False,19
18729,"lol . . . ok . well , the hat is 9 for me so without it there will be no deal",False,,,,,,,,,,,,False,,False,False,-1
18730,nope,False,,,,,,,,,,,No Deal,False,,False,True,-1
18731,indeed,False,,,,,,,,,,,Full,False,,False,True,9
18732,i would like 1 book and 1 hat .,False,,,,,,,,,,,,False,,False,False,27
18733,can i have the book and 1 ball ?,False,,,,,,,,,,,,False,,False,False,29
18734,i will just stick with the book,False,,,,,,,,,,,,False,,False,False,-1
18735,ill give you the book if you give me the rest .,False,,,,,,,,,,,,False,,False,False,32
18736,that is too much . how about i the book and a ball ?,False,,,,,,,,,,,,False,,False,False,-1
18737,"okay , deal . you get the book , i get the rest .",False,,,,,,,,,,,,False,,False,False,32
18738,how about you take the book and i keep everything else ?,False,,,,,,,,,,,,False,,False,False,31
18739,"ok , i agree to that .",False,,,,,,,,,,,,False,,False,False,16
18740,want book & 1 ball,False,,,,,,,,,,,,False,,False,False,29
18741,"no , need 1 ball and book .",False,,,,,,,,,,,,False,,False,False,-1
18742,deal,False,,,,,,,,,,,Full,False,,False,True,0
18743,"1 ball , 1 hat and 2 books for me",False,,,,2,1,1,,,,,,False,,False,True,25
18744,i would like all of the balls,False,,,,,,,,,,,,False,,False,False,19
18745,you can have 1 of each item,False,,,,,,,,,,,,False,,False,False,16
18746,"i just want the hat , you can have the rest",False,,,,,,,,,,,,False,,False,False,19
18747,thanks !,False,,,,,,,,,,,Full,True,,False,True,-1
18748,deal,False,,,,,,,,,,,Full,False,,False,True,0
18749,i would like the ball and hat,False,,,,,,,,,,,,False,,False,False,17
18750,"no sorry , i need the hat and ball to make it worthwhile for me",False,,,,,,,,,,,,False,,False,False,19
18751,no theyre not . looks like we wont be able to reach a deal,False,,,,,,,,,,,,False,,False,False,16
18752,i cant . im sorry,False,,,,,,,,,,,,False,,False,False,16
18753,im sorry too . no deal,False,,,,,,,,,,,,False,,False,False,16
18754,what would you like ?,False,,,,,,,,,,True,,False,,False,True,-1
18755,"i can give you the hat , but can't give up the ball . how about you take the hat and a book . i'll take the ball and two books .",False,,,,,,,,,,,,False,,False,False,25
18756,i hear ya . the ball is the only thing of any value . are the books any value to you ?,False,,,,,,,,,,,,False,,False,False,34
18757,you can split the ball and hat ?,False,,,,,,,,,,,,False,,False,False,15
18758,understand . no deal then . sorry .,False,,,,,,,,,,,,False,,False,False,16
18759,"you can have both of the hats , but i get two balls and the book .",False,,,,,,,,,,,,False,,False,False,25
18760,i'd like the hats,False,,,,,,,,,,,,False,,False,False,19
18761,deal,False,,,,,,,,,,,Full,False,,False,True,0
18762,book and hats,False,1,all,,,,,,,,,,False,,False,True,18
18763,you have all the balls and hats i take the book,False,,,,,,,,,,,,False,,False,False,37
18764,cant . . . i need the book and the balls . . . you can have the hats,False,,,,,,,,,,,,False,,False,False,36
18765,fine,False,,,,,,,,,,,Full,False,,False,True,-1
18766,would you accept two balls ?,False,,,,,,,,,,,,False,,False,False,19
18767,how about you take all the balls and give me the rest,False,,,,,,,,,,,,False,,False,False,19
18768,i can give you one hat and the balls,False,,,,,,,,,,,,False,,False,False,19
18769,i will give you one hat and three balls for the hat and one book,False,,,,,,,,,,,,False,,False,False,7
