,sentences,greeting,need:books,need:hats,need:balls,offer:books,offer:hats,offer:balls,inquiry,agreement
3254,"hi , i would like 2 balls and 1 hat .",,,,,,,,,
3255,i want the balls and one hat,,,,,,,,,
3256,i need the ball and two hats if that's ok ?,,,,,,,,,
3257,give me hat and ball,,,,,,,,,
3258,i need one of each,,,,,,,,,
3259,what item is worth the most to you ?,,,,,,,,,
3260,i would like one of each please,,,,,,,,,
3261,"hi , can i have 2 books and 2 hats ?",,,,,,,,,
3262,i would like a book and a hat please,,,,,,,,,
3263,"you take the hats , i take the book and the ball",,,,,,,,,
3264,"hi , i'd like the hat and book please .",,,,,,,,,
3265,what would you like ?,,,,,,,,,
3266,how about we split everything ?,,,,,,,,,
3267,i want the book and 2 hats please,,,,,,,,,
3268,i would like 2 books and 1 ball,,,,,,,,,
3269,i would like the ball .,,,,,,,,,
3270,i would like the hat and balls,,,,,,,,,
3271,i want the hat and two balls,,,,,,,,,
3272,i want the hat and two balls .,,,,,,,,,
3273,hi i would like the balls and book and you can have the hats,,,,,,,,,
3274,can i have hats and book,,,,,,,,,
3275,i would like both hats and one book,,,,,,,,,
3276,i can offer you one hat,,,,,,,,,
3277,i would like 2 hats and the ball .,,,,,,,,,
3278,i just want the books,,,,,,,,,
3279,i'll take the ball and a book,,,,,,,,,
3280,i'd like balls . you can have everything else .,,,,,,,,,
3281,i would like the ball and 2 books .,,,,,,,,,
3282,give me the book and hats,,,,,,,,,
3283,hello i would like the hats and a few books please .,,,,,,,,,
3284,"hi there ! id like the hats and a book , and the balls are yours",,,,,,,,,
3285,"one ball to me , all else to you",,,,,,,,,
3286,everything has a value to me . can i have the balls and whatever else has no value for you ?,,,,,,,,,
3287,all i need is the ball,,,,,,,,,
3288,i would like the books and the hat .,,,,,,,,,
3289,"i'll take both hats , 1 book , and 1 ball .",,,,,,,,,
3290,i would like the hats and the ball .,,,,,,,,,
3291,i would like the hats and ball .,,,,,,,,,
3292,"i'll take the book and hat , you take the balls",,,,,,,,,
3293,i need the hat and the books please,,,,,,,,,
3294,i would like the book and the hat .,,,,,,,,,
3295,i would like the balls and the hat . you can have all of the books,,,,,,,,,
3296,i need the books you can have the hat and the ball,,,,,,,,,
3297,1 hat 1 book 1 ball and you tak the rest,,,,,,,,,
3298,what item is most valuable to you ?,,,,,,,,,
3299,hi i would like the books and ball and you can have the hats,,,,,,,,,
3300,give me the hat and books,,,,,,,,,
3301,"i need 2 hats , 1 ball and 1 book my good sir .",,,,,,,,,
3302,i want the hats and book,,,,,,,,,
3303,i'll offer the ball and a book,,,,,,,,,
3304,i keep the hat you get the rest,,,,,,,,,
3305,hey,,,,,,,,,
3306,hi i would like the hats and balls and you can have the book,,,,,,,,,
3307,"i would like one book , and three balls",,,,,,,,,
3308,i want the ball and two books,,,,,,,,,
3309,need hats,,,,,,,,,
3310,what do you want ?,,,,,,,,,
3311,i just need the hat and 1 ball,,,,,,,,,
3312,i just want the balls,,,,,,,,,
3313,i'll take the ball and the books and let you have the hats .,,,,,,,,,
3314,if i can have the hat and the balls you can have the books,,,,,,,,,
3315,i'd like 2 hats and 1 ball . deal ?,,,,,,,,,
3316,i want the ball and two hats,,,,,,,,,
3317,"i'll take the hat and ball , ok ?",,,,,,,,,
3318,"i could do with both of the hats , and a ball .",,,,,,,,,
3319,i'll take 1 book 1 hat and the ball,,,,,,,,,
3320,"hi , id like the books and ball please .",,,,,,,,,
3321,how about you take three hats,,,,,,,,,
3322,i need one of each,,,,,,,,,
3323,i would like the balls and the book please,,,,,,,,,
3324,i'd like 1 ball and 2 books,,,,,,,,,
3325,i would like the ball and the hats .,,,,,,,,,
3326,"i would like the books , you can have the rest",,,,,,,,,
3327,i'd like books .,,,,,,,,,
3328,you can have the books .,,,,,,,,,
3329,gimme balls,,,,,,,,,
3330,if i can have the ht and the ball you can have the books,,,,,,,,,
3331,i would like the books and the hat .,,,,,,,,,
3332,i want hats .,,,,,,,,,
3333,i will give you all the basketballs and the book .,,,,,,,,,
3334,i really love to read so i'd be fine with just the 2 books sir .,,,,,,,,,
3335,i would like the ball and a hat ?,,,,,,,,,
3336,what would you like,,,,,,,,,
3337,how about you get two hats,,,,,,,,,
3338,how do you want to split this ?,,,,,,,,,
3339,i would like the book and one ball,,,,,,,,,
3340,i can give you the hats to be honest,,,,,,,,,
3341,i need the book and 3 hats,,,,,,,,,
3342,i will take the ball and 1 hat .,,,,,,,,,
3343,take 2 balls while i have the rest,,,,,,,,,
3344,"hi , can i have 3 balls and a hat ?",,,,,,,,,
3345,i'll trade you my ball for your book .,,,,,,,,,
3346,i would like the hat and two balls,,,,,,,,,
3347,id like to read those books with a hat on,,,,,,,,,
3348,if i can have the hats and the book you can have the balls,,,,,,,,,
3349,i would like the hats and book .,,,,,,,,,
3350,"i'd like both balls , 2 hats , and one book",,,,,,,,,
3351,if i can have the books and the hats you can have the balls,,,,,,,,,
3352,"hey , i want the hats and balls",,,,,,,,,
3353,i need the book and 2 hats,,,,,,,,,
3354,i need the book,,,,,,,,,
3355,i'd like the hat and the balls ; you can keep the books,,,,,,,,,
3356,i want book 2 hats,,,,,,,,,
3357,i would like the ball and the books .,,,,,,,,,
3358,do you have a basketball i can get from you ?,,,,,,,,,
3359,i would like the 3 balls and you can have the rest .,,,,,,,,,
3360,hi i would like the ball and hats and you can have the books,,,,,,,,,
3361,i'd like the basketball and hat,,,,,,,,,
3362,if i can have the hats you can have the rest,,,,,,,,,
3363,i need one of each,,,,,,,,,
3364,"gimme the book , you have rest",,,,,,,,,
3365,a book and a ball .,,,,,,,,,
3366,if i can have the ball and the book you can have the hats,,,,,,,,,
3367,hello,,,,,,,,,
3368,if i can have the hat and three books you can have the ball and a book,,,,,,,,,
3369,i'd like the balls . you can have everything else .,,,,,,,,,
3370,"i will take the books , you can have the rest",,,,,,,,,
3371,i want 2 books,,,,,,,,,
3372,"i'd like the balls , you can have the rest",,,,,,,,,
3373,gimme book and hat,,,,,,,,,
3374,if i can have the ball and the hats you can have the book,,,,,,,,,
3375,"you take balls , and i keep the rest",,,,,,,,,
3376,i take the ball and you can have the rest .,,,,,,,,,
3377,give the ball to me,,,,,,,,,
3378,i want the balls,,,,,,,,,
3379,if i can have the hats and the books you can have the ball,,,,,,,,,
3380,the hat and one ball,,,,,,,,,
3381,i want one of each .,,,,,,,,,
3382,the book and one hat,,,,,,,,,
3383,"hello , i will give you the book and a ball if i can have three balls and two hats ?",,,,,,,,,
3384,i would like the hat and all the books .,,,,,,,,,
3385,i'd like the ball and 2 hats and you can have the books . deal ?,,,,,,,,,
3386,i would like the book and the hat .,,,,,,,,,
3387,i would like the book and 2 hats,,,,,,,,,
3388,how would you like two hats ?,,,,,,,,,
3389,if i can have both hats you could have the rest,,,,,,,,,
3390,let's keep it simple . you get all hats and i get the book and ball .,,,,,,,,,
3391,i would like the ball and 2 books please .,,,,,,,,,
3392,"i'd like 2 books , 2 balls and 1 hat . deal ?",,,,,,,,,
3393,i would like the ball .,,,,,,,,,
3394,what would you like,,,,,,,,,
3395,i'd like the hat and books ; you can have the balls,,,,,,,,,
3396,can i have 2 hats and 2 balls ?,,,,,,,,,
3397,"you take the books , i take the hat and the balls",,,,,,,,,
3398,i need the ball and 2 hats,,,,,,,,,
3399,i want the hat and ball .,,,,,,,,,
3400,i can offer both balls,,,,,,,,,
3401,"hi , i would like the balls and hat and you can have the book",,,,,,,,,
3402,i'll take the hat and the books .,,,,,,,,,
3403,i need all the books you take the rest,,,,,,,,,
3404,evening ! how would it sound to you if you got to keep every single hat ? i'll be happy with the book and both balls .,,,,,,,,,
3405,"hi , i'd like the 3 balls and 1 hat .",,,,,,,,,
3406,i want 1 book and 1 ball,,,,,,,,,
3407,i would like the book and the hats .,,,,,,,,,
3408,i need the hat and 1 ball,,,,,,,,,
3409,i'd like all three balls . you can have the book and the hat .,,,,,,,,,
3410,i would ike the hat and ball . you can have all the books .,,,,,,,,,
3411,"hello , i would how about i get 1 of each and you can have 3 books ?",,,,,,,,,
3412,if i can have the hat and the balls you can have the books,,,,,,,,,
3413,"hi , iw ould like the ball and you can have the rest ?",,,,,,,,,
3414,hello . i would like both hats and a ball .,,,,,,,,,
3415,book and one hat for me,,,,,,,,,
3416,i'd like the hat and 1 ball .,,,,,,,,,
3417,i'd like all balls and 1 book please,,,,,,,,,
3418,hi i will give you a book and three hats for 2 balls,,,,,,,,,
3419,i'd like hats .,,,,,,,,,
3420,hello i would like the book and the hats please .,,,,,,,,,
3421,"hi there ! id like the hat and book , and you can have the hats .",,,,,,,,,
3422,i'll take the book and 1 ball please .,,,,,,,,,
3423,i would love the ball,,,,,,,,,
3424,i will give you 3 books for all your hats,,,,,,,,,
3425,"i need a book and a ball and a hat , how about that ?",,,,,,,,,
3426,you can have the hats,,,,,,,,,
3427,"hello , can i have the hats and books ?",,,,,,,,,
3428,i'll give you 1 ball and a hat,,,,,,,,,
3429,"hi , i'd like the book and the hats . you can have all the balls .",,,,,,,,,
3430,"i'd like the hats , you can have the rest .",,,,,,,,,
3431,i just want 2 hats and you could keep the rest,,,,,,,,,
3432,"i'd like the books and the ball , you can keep the hats .",,,,,,,,,
3433,i'll take the hat and two balls if that's cool,,,,,,,,,
3434,"hi , i just need the ball and one book",,,,,,,,,
3435,what would you like,,,,,,,,,
3436,"i want the hat , you can have the rest .",,,,,,,,,
3437,"i'd like both balls , you can have the rest",,,,,,,,,
3438,"i need books , u have rest",,,,,,,,,
3439,i'd like the ball and the hat you can keep the rest .,,,,,,,,,
3440,i want the ball and two books,,,,,,,,,
3441,"i need both books , you can have the rest",,,,,,,,,
3442,i want 2 books you can have the rest,,,,,,,,,
3443,i'll take the 2 balls if that's ok ?,,,,,,,,,
3444,i need both books and either a hat or the ball,,,,,,,,,
3445,gimme book and hat,,,,,,,,,
3446,i would like 2 hats and 2 balls,,,,,,,,,
3447,"gimme the hats , you take rest",,,,,,,,,
3448,"i would like the balls , the rest to you",,,,,,,,,
3449,"if i can have the books and the ball , i can let you have all the hats",,,,,,,,,
3450,hello ! i will give you a hat and two balls !,,,,,,,,,
3451,"i'd like all the balls , all the hats , and i quite fancy a book too ! just kidding . . . i would like 2 balls and a book or hat though .",,,,,,,,,
3452,i really need to catch up on my reading . could i have the book and a couple of balls please,,,,,,,,,
3453,may i have the hat and 2 of the balls ?,,,,,,,,,
3454,i need the balls and at least one book,,,,,,,,,
3455,if i can have the basket balls you can have the rest .,,,,,,,,,
3456,i can offer you one hat,,,,,,,,,
3457,you can all of the books if i can get the hat and ball .,,,,,,,,,
3458,i would like the hats and 1 book,,,,,,,,,
3459,i need 1 hat and 2 books,,,,,,,,,
3460,i'll take 3 books and a hat .,,,,,,,,,
3461,i would like 2 hats 2 books,,,,,,,,,
3462,ok i ll leave you the book and two hats .,,,,,,,,,
3463,i will take the book and the hat . you can have all 3 balls .,,,,,,,,,
3464,ill give you the books if i can have the hat and ball,,,,,,,,,
3465,you can have the hats,,,,,,,,,
3466,"i would like the book and ball , you can have the 4 hats",,,,,,,,,
3467,i'll take the hat and balls if that's ok ?,,,,,,,,,
3468,let me get that hat and a book .,,,,,,,,,
3469,both balls and a book to me,,,,,,,,,
3470,how about you get two hats,,,,,,,,,
3471,i need the ball and at least one book .,,,,,,,,,
3472,hello !,,,,,,,,,
3473,i would like 1 book and 1 hat .,,,,,,,,,
3474,ill take the ball and give you everything else,,,,,,,,,
3475,hi i would like 2 books and a ball if that's okay .,,,,,,,,,
3476,can i have the hat and the balls ?,,,,,,,,,
3477,i want all three balls and the book .,,,,,,,,,
3478,"hey , i like the three hats and either the book or the ball",,,,,,,,,
3479,i need the books and the hats,,,,,,,,,
3480,i would like the hat and either 2 balls or 2 books .,,,,,,,,,
3481,"i'd like the book and the hats , you can keep the balls",,,,,,,,,
3482,i would like 3 hats and 1 book . you can have 1 book and the ball .,,,,,,,,,
3483,i would like the hats and the balls .,,,,,,,,,
3484,i just want the ball,,,,,,,,,
3485,"you can have the hats , i'll take the ball and the book",,,,,,,,,
3486,"hi ! that hat is gorgeous . i'd like the hat and both of the basketballs , please .",,,,,,,,,
3487,i'd go for two hats and a ball,,,,,,,,,
3488,"hello , can i have the hats and balls ? you can have the books .",,,,,,,,,
3489,what would you like,,,,,,,,,
3490,"hi , can i have all the hats ?",,,,,,,,,
3491,can i have the books ? you can have the rest .,,,,,,,,,
3492,"i need the book and the balls , you can have the hats",,,,,,,,,
3493,can i have the balls and the books,,,,,,,,,
3494,ill take the book and a ball if that's ok,,,,,,,,,
3495,i need the book and balls,,,,,,,,,
3496,"hello , can i have the hat and book ? you can have all 4 balls",,,,,,,,,
3497,i would love the book and two hats,,,,,,,,,
3498,i'll give you 1 ball and 1 hat,,,,,,,,,
3499,"i get 1 ball and 2 books , you get the rest",,,,,,,,,
3500,i'd like both books and the hats if the balls are of value to you .,,,,,,,,,
3501,if i can have the balls and the hat you can have the books,,,,,,,,,
3502,"i would like the balls and 1 hat , you can have 1 hat and all the books",,,,,,,,,
3503,i need the hats and at least one ball .,,,,,,,,,
3504,you can have all the balls but i need the hat and book .,,,,,,,,,
3505,i would like both balls and both hats .,,,,,,,,,
3506,can i have the book and the balls ?,,,,,,,,,
3507,ill give you all the books,,,,,,,,,
3508,"could i have the book , the hat and a basketball .",,,,,,,,,
3509,"hi , can i have 2 balls ? you can have 3 books and 2 hats",,,,,,,,,
3510,if i can have the hat and ball i will cede the lovely books,,,,,,,,,
3511,i would like 1 book and 1 hat .,,,,,,,,,
3512,want book & 1 ball,,,,,,,,,
3513,i would like all of the balls,,,,,,,,,
3514,"i just want the hat , you can have the rest",,,,,,,,,
3515,what would you like ?,,,,,,,,,
3516,i'd like the hats,,,,,,,,,
3517,would you accept two balls ?,,,,,,,,,
3518,i want 1 book 2 hat take all my balls,,,,,,,,,
3519,i want the book and the ball .,,,,,,,,,
3520,you can have the books if i can have everything nelse,,,,,,,,,
3521,can i have hat and ball ?,,,,,,,,,
3522,i need the ball and two books,,,,,,,,,
3523,which items do you need ?,,,,,,,,,
3524,i'd love the hat and 2 of the books .,,,,,,,,,
3525,can have the hats and the balls ?,,,,,,,,,
3526,i would like the hat and the ball .,,,,,,,,,
3527,"which is more valuable to you , the book or the balls ?",,,,,,,,,
3528,if i can have the book and the hats you can have the balls,,,,,,,,,
3529,i'd like the book . you can have the rest .,,,,,,,,,
3530,i would like the book and both hats .,,,,,,,,,
3531,i get all the hats please and you get book and ball,,,,,,,,,
3532,i'd like all the balls,,,,,,,,,
3533,how about you take the hat and balls and i will take the books ?,,,,,,,,,
3534,you take all balls and i keep the rest,,,,,,,,,
3535,hi i would like the ball and hats and you can have the books,,,,,,,,,
3536,i can give you a book and ball,,,,,,,,,
3537,"hmmm . the ball looks nice , and the book is ingeretsing",,,,,,,,,
3538,you can have the books and a ball if i can have the hat and a ball,,,,,,,,,
3539,hi i would like the hats and books and you can have the balls,,,,,,,,,
