g,dialog,selection,reward,outcome
3 0 2 5 1 0 ,"['YOU: i need hats soooo bad ! what do you need ? ', ' THEM: same . i can do 1 hat and all the books or 1 hat , 2 books and 1 ball or just the 2 hats . ', "" YOU: the way it breaks down on my end , i need both hats or i can't make a deal . i don't need anything else . "", "" THEM: i guess we're at an impase then . i don't deal for less than 6 and those are the only combinations that get me that . "", ' YOU: one hat gets me 5 . ', "" THEM: i completely understand . i have to have at least 1 hat though . we'll have to no deal . "", ' YOU: okay , agree to no deal ! ', ' THEM: : - ) ', ' YOU: i think we have to keep going for a bit til that option comes up , right ? ', ' THEM: yep . ']", no agreement ,no agreement agree, 3 1 2 3 1 1
3 1 1 3 2 2 ,"[""THEM: i'd like books . "", ' YOU: in exchange for what ? ', ' THEM: you can have everything else . ', ' YOU: ok that sounds like a good deal ']", item0=0 item1=1 item2=2 ,7 agree, 3 3 1 1 2 0
3 3 1 1 2 0 ,"[""YOU: i'd like books . "", ' THEM: in exchange for what ? ', ' YOU: you can have everything else . ', ' THEM: ok that sounds like a good deal ']", item0=3 item1=0 item2=0 ,9 agree, 3 1 1 3 2 2
1 3 4 1 1 3 ,"['YOU: hi ! so i need some cowboy hats ', ' THEM: can i have the book and ball , you get all the hats ? ', ' YOU: sure that sounds like a deal ', ' THEM: great . ']", item0=0 item1=4 item2=0 ,4 agree, 1 7 4 0 1 3
1 7 4 0 1 3 ,"['THEM: hi ! so i need some cowboy hats ', ' YOU: can i have the book and ball , you get all the hats ? ', ' THEM: sure that sounds like a deal ', ' YOU: great . ']", item0=1 item1=0 item2=1 ,10 agree, 1 3 4 1 1 3
1 3 1 7 4 0 ,"['YOU: would you like the balls and book if i can have the hat ? ', ' THEM: deal . ']", item0=0 item1=1 item2=0 ,7 agree, 1 2 1 4 4 1
1 2 1 4 4 1 ,"['THEM: would you like the balls and book if i can have the hat ? ', ' YOU: deal . ']", item0=1 item1=0 item2=4 ,6 agree, 1 3 1 7 4 0
1 0 1 7 3 1 ,"['THEM: gimme book and hat ', "" YOU: i'll need the hat . you can have the book and one ball . "", ' THEM: gimme 2 balls with book ', "" YOU: you can have the book and two balls . i'll keep one ball and the hat . ""]", item0=0 item1=1 item2=1 ,8 agree, 1 7 1 3 3 0
1 7 1 3 3 0 ,"['YOU: gimme book and hat ', "" THEM: i'll need the hat . you can have the book and one ball . "", ' YOU: gimme 2 balls with book ', "" THEM: you can have the book and two balls . i'll keep one ball and the hat . ""]", item0=1 item1=0 item2=2 ,7 agree, 1 0 1 7 3 1
3 2 2 2 2 0 ,"['THEM: you can have all the books and hats if i can have 2 balls . ', ' YOU: deal ', ' THEM: awesome . ']", item0=3 item1=2 item2=0 ,10 agree, 3 0 2 1 2 4
3 0 2 1 2 4 ,"['YOU: you can have all the books and hats if i can have 2 balls . ', ' THEM: deal ', ' YOU: awesome . ']", item0=0 item1=0 item2=2 ,8 agree, 3 2 2 2 2 0
2 1 3 2 2 1 ,"['THEM: hi ', ' YOU: if i can have the hats and one ball you can have the books and one ball ', ' THEM: nothing holds any value to me but the balls . ', ' YOU: okay you can have the balls if i can have everything else ']", item0=2 item1=3 item2=0 ,8 agree, 2 0 3 0 2 5
2 0 3 0 2 5 ,"['YOU: hi ', ' THEM: if i can have the hats and one ball you can have the books and one ball ', ' YOU: nothing holds any value to me but the balls . ', ' THEM: okay you can have the balls if i can have everything else ']", item0=0 item1=0 item2=2 ,10 agree, 2 1 3 2 2 1
2 2 2 2 2 1 ,"['YOU: okay . a hat and two books . ', ' THEM: would you be willing to do a ball instead of the hats ? ', ' YOU: absolutely not . two books and a ball work though . ', ' THEM: okay , you can have the books and a ball . i get 2 hats and a ball ']", item0=2 item1=0 item2=1 ,5 agree, 2 0 2 4 2 1
2 0 2 4 2 1 ,"['THEM: okay . a hat and two books . ', ' YOU: would you be willing to do a ball instead of the hats ? ', ' THEM: absolutely not . two books and a ball work though . ', ' YOU: okay , you can have the books and a ball . i get 2 hats and a ball ']", item0=0 item1=2 item2=1 ,9 agree, 2 2 2 2 2 1
4 0 1 8 1 2 ,"[""THEM: i'll take a hat and two books and you can have the rest if that works for you "", ' YOU: you can have the books ill take the hat and the ball ', ' THEM: i need the hat and at least 1 book to make 6 / 10 ', ' YOU: i need the hat and the ball to get 10 / 10 ', ' THEM: losing the hat gives me 4 / 10 . . . . the balls are zero points for me ', ' YOU: losing the hat will give me 2 / 10 ', ' THEM: guess we cant make this deal work on either side =( ', ' YOU: yup impossible unless one person gets low points glad you understand ', ' THEM: click on no deal then . . . . . ', ' YOU: . . . . really i didnt know that ']", no agreement ,no agreement agree, 4 1 1 6 1 0
4 1 1 6 1 0 ,"[""YOU: i'll take a hat and two books and you can have the rest if that works for you "", ' THEM: you can have the books ill take the hat and the ball ', ' YOU: i need the hat and at least 1 book to make 6 / 10 ', ' THEM: i need the hat and the ball to get 10 / 10 ', ' YOU: losing the hat gives me 4 / 10 . . . . the balls are zero points for me ', ' THEM: losing the hat will give me 2 / 10 ', ' YOU: guess we cant make this deal work on either side =( ', ' THEM: yup impossible unless one person gets low points glad you understand ', ' YOU: click on no deal then . . . . . ', ' THEM: . . . . really i didnt know that ']", no agreement ,no agreement agree, 4 0 1 8 1 2
1 5 1 2 3 1 ,"[""YOU: i'd like a book and one ball please "", "" THEM: i need the book . i'd take it and the hat . "", ' YOU: if you need the book , i need the rest ', "" THEM: ok . i'll take the book . you can have the rest . "", ' YOU: deal ']", item0=0 item1=1 item2=3 ,5 agree, 1 6 1 1 3 1
1 6 1 1 3 1 ,"[""THEM: i'd like a book and one ball please "", "" YOU: i need the book . i'd take it and the hat . "", ' THEM: if you need the book , i need the rest ', "" YOU: ok . i'll take the book . you can have the rest . "", ' THEM: deal ']", item0=1 item1=0 item2=0 ,6 agree, 1 5 1 2 3 1
1 4 4 1 1 2 ,"['YOU: how about you take all the books ? ', "" THEM: i'd like the book . "", ' YOU: i meant all the hats ', ' THEM: no can do . book is 8 points for me . i have to have it . you can have everything else . ', ' YOU: ok but got to type more 1 st ']", item0=0 item1=4 item2=1 ,6 agree, 1 8 4 0 1 2
1 8 4 0 1 2 ,"['THEM: how about you take all the books ? ', "" YOU: i'd like the book . "", ' THEM: i meant all the hats ', ' YOU: no can do . book is 8 points for me . i have to have it . you can have everything else . ', ' THEM: ok but got to type more 1 st ']", item0=1 item1=0 item2=0 ,8 agree, 1 4 4 1 1 2
4 1 1 0 1 6 ,"['THEM: ill take 1 ball 1 hat and 1 book ', ' YOU: is there a way i can keep the ball ? ', ' THEM: no sorry ', ' YOU: okay , but i keep all the books then , deal ? ', ' THEM: no ', "" YOU: fine , i'll just take 3 books . "", ' THEM: okay deal ']", item0=3 item1=0 item2=0 ,3 agree, 4 1 1 2 1 4
4 1 1 2 1 4 ,"['YOU: ill take 1 ball 1 hat and 1 book ', ' THEM: is there a way i can keep the ball ? ', ' YOU: no sorry ', ' THEM: okay , but i keep all the books then , deal ? ', ' YOU: no ', "" THEM: fine , i'll just take 3 books . "", ' YOU: okay deal ']", item0=1 item1=1 item2=1 ,7 agree, 4 1 1 0 1 6
3 1 1 5 1 2 ,"['THEM: how about you get three books ', ' YOU: no deal ', ' THEM: and one ball ', ' YOU: i need the hat and one book ', ' THEM: no deal , i need the aht and you can get the rest ', ' YOU: deal ']", item0=3 item1=0 item2=1 ,5 agree, 3 0 1 9 1 1
3 0 1 9 1 1 ,"['YOU: how about you get three books ', ' THEM: no deal ', ' YOU: and one ball ', ' THEM: i need the hat and one book ', ' YOU: no deal , i need the aht and you can get the rest ', ' THEM: deal ']", item0=0 item1=1 item2=0 ,9 agree, 3 1 1 5 1 2
1 3 2 2 3 1 ,"[""YOU: hey there . i'd like the books and the hats in exchange for the balls . "", ' THEM: how about i have one of the hats and all the balls . ', ' YOU: my offer is firm based on the point distribution . going for the best deal for the both of us . ', ' THEM: i get three points total with just balls . how is that fair ? ', "" YOU: i'll then take the three balls and book in exchange for 1 hat if the hat's are of value to you . "", ' THEM: i was trying to compromise and give you part of something you seemed to want . seriously , 1 hat and 3 balls gives me 5 points . ', ' YOU: appears our point distirbution is different . i will concede ; i get 1 book , 1 hat . . you get 3 balls , and 1 hat ? ']", item0=1 item1=1 item2=0 ,5 agree, 1 3 2 2 3 1
1 3 2 2 3 1 ,"[""THEM: hey there . i'd like the books and the hats in exchange for the balls . "", ' YOU: how about i have one of the hats and all the balls . ', ' THEM: my offer is firm based on the point distribution . going for the best deal for the both of us . ', ' YOU: i get three points total with just balls . how is that fair ? ', "" THEM: i'll then take the three balls and book in exchange for 1 hat if the hat's are of value to you . "", ' YOU: i was trying to compromise and give you part of something you seemed to want . seriously , 1 hat and 3 balls gives me 5 points . ', ' THEM: appears our point distirbution is different . i will concede ; i get 1 book , 1 hat . . you get 3 balls , and 1 hat ? ']", item0=0 item1=1 item2=3 ,5 agree, 1 3 2 2 3 1
1 6 2 1 2 1 ,"['YOU: i need the book and would like the hats as well ', ' THEM: i will give you the book and one hat ', ' YOU: i can do that ', ' THEM: deal ']", item0=1 item1=1 item2=0 ,7 agree, 1 0 2 3 2 2
1 0 2 3 2 2 ,"['THEM: i need the book and would like the hats as well ', ' YOU: i will give you the book and one hat ', ' THEM: i can do that ', ' YOU: deal ']", item0=0 item1=1 item2=2 ,7 agree, 1 6 2 1 2 1
3 0 2 3 2 2 ,"['THEM: ill give you the hats ', ' YOU: i want the hats and one ball ', ' THEM: that works for me ', ' YOU: deal ']", item0=0 item1=2 item2=1 ,8 agree, 3 2 2 0 2 2
3 2 2 0 2 2 ,"['YOU: ill give you the hats ', ' THEM: i want the hats and one ball ', ' YOU: that works for me ', ' THEM: deal ']", item0=3 item1=0 item2=1 ,8 agree, 3 0 2 3 2 2
2 1 1 4 2 2 ,"['THEM: i can offer you 1 book and the 2 balls . i would like the hat and a book . ', ' YOU: i was really hoping for the balls and the hat . ', ' THEM: i am really firm on the hat . the balls are fine with me . i would also like 1 book it possible . ', ' YOU: ok i can give you one hat but i want the rest . ', ' THEM: i guess that works for me . to recap , i get the hat , the rest is yours , correct ? ', "" YOU: yes . that's a deal . ""]", item0=2 item1=0 item2=2 ,6 agree ,2 0 1 10 2 0
2 0 1 10 2 0,"[' YOU: i can offer you 1 book and the 2 balls . i would like the hat and a book . ', ' THEM: i was really hoping for the balls and the hat . ', ' YOU: i am really firm on the hat . the balls are fine with me . i would also like 1 book it possible . ', ' THEM: ok i can give you one hat but i want the rest . ', ' YOU: i guess that works for me . to recap , i get the hat , the rest is yours , correct ? ', "" THEM: yes . that's a deal . ""]", item0=0 item1=1 item2=0 ,10 agree, 2 1 1 4 2 2
3 0 1 0 2 5 ,"['YOU: would you accept all 3 books and the hat ? ', ' THEM: no , i want both basketballs and at least 1 hat / book ', ' YOU: i will split the basketballs with you and give you a hat and a book . ', "" THEM: i won't do a deal unless i get both basketballs "", "" YOU: then we don't do a deal . good day . "", ' THEM: hey its up to you pal ']", item0=2 item1=0 item2=1 ,5 disagree, 3 1 1 1 2 3
3 1 1 1 2 3 ,"['THEM: would you accept all 3 books and the hat ? ', ' YOU: no , i want both basketballs and at least 1 hat / book ', ' THEM: i will split the basketballs with you and give you a hat and a book . ', "" YOU: i won't do a deal unless i get both basketballs "", "" THEM: then we don't do a deal . good day . "", ' YOU: hey its up to you pal ']", no agreement ,no agreement disagree, 3 0 1 0 2 5
2 0 2 5 2 0 ,"['THEM: i want everything ', ' YOU: ill take 2 hats , you can have the rest ', ' THEM: how about one hat ? ', ' YOU: i need both ', ' THEM: okay you can have both ']", item0=0 item1=2 item2=0 ,10 agree, 2 1 2 2 2 2
2 1 2 2 2 2 ,"['YOU: i want everything ', ' THEM: ill take 2 hats , you can have the rest ', ' YOU: how about one hat ? ', ' THEM: i need both ', ' YOU: okay you can have both ']", item0=2 item1=0 item2=2 ,6 agree, 2 0 2 5 2 0
1 1 3 1 1 6 ,"[""THEM: i'll give you 2 hats and 1 ball "", ' YOU: can you give me all the hats and the ball ? ']", item0=0 item1=3 item2=1 ,9 agree, 1 8 3 0 1 2
1 8 3 0 1 2 ,"[""YOU: i'll give you 2 hats and 1 ball "", ' THEM: can you give me all the hats and the ball ? ']", item0=1 item1=0 item2=0 ,8 agree, 1 1 3 1 1 6
3 1 2 3 1 1 ,"['YOU: i like hats . ', ' THEM: if i can have all of the books , you can have the hats . ', ' YOU: throw in the ball and we have a deal ! ', ' THEM: deal ', ' YOU: great ! ']", item0=0 item1=2 item2=1 ,7 agree, 3 2 2 2 1 0
3 2 2 2 1 0 ,"['THEM: i like hats . ', ' YOU: if i can have all of the books , you can have the hats . ', ' THEM: throw in the ball and we have a deal ! ', ' YOU: deal ', ' THEM: great ! ']", item0=3 item1=0 item2=0 ,6 agree, 3 1 2 3 1 1
1 1 3 0 3 3 ,"['THEM: i would like the book and the hats ', ' YOU: can i have the balls and the book ? ', ' THEM: nope , i need the book and the hats ', ' YOU: no deal then , i need the book too ', ' THEM: i will throw in a hat for you as well . so you can have the balls and 1 hat ', ' YOU: the hat is useless to me ']", item0=0 item1=1 item2=3 ,9 disagree, 1 4 3 1 3 1
3 0 1 4 2 3 ,"[""YOU: i'd like hat and 1 ball . "", ' THEM: i can give you both balls if i get everything else . ', ' YOU: deal . ']", item0=0 item1=0 item2=2 ,6 agree, 3 3 1 1 2 0
3 3 1 1 2 0 ,"[""THEM: i'd like hat and 1 ball . "", ' YOU: i can give you both balls if i get everything else . ', ' THEM: deal . ']", item0=3 item1=1 item2=0 ,10 agree, 3 0 1 4 2 3
2 1 1 6 2 1 ,"['THEM: you can have the books . ', ' YOU: thanks but i also need the hat . ', ' THEM: how about you get the hat and one book ? ', ' YOU: i can agree to that . ']", item0=1 item1=1 item2=0 ,7 agree, 2 1 1 2 2 3
2 1 1 2 2 3 ,"['YOU: you can have the books . ', ' THEM: thanks but i also need the hat . ', ' YOU: how about you get the hat and one book ? ', ' THEM: i can agree to that . ']", item0=1 item1=0 item2=2 ,7 agree, 2 1 1 6 2 1
2 0 3 0 1 10,"[' YOU: i need the ball . ', ' THEM: can i take the rest ', ' YOU: that works for me . ']", item0=0 item1=0 item2=1 ,10 agree, 2 1 3 2 1 2
2 1 3 2 1 2 ,"['THEM: i need the ball . ', ' YOU: can i take the rest ', ' THEM: that works for me . ']", item0=2 item1=3 item2=0 ,8 agree ,2 0 3 0 1 10
2 0 2 5 2 0 ,"['YOU: i can give you a ball and book ', ' THEM: no deal . i need 2 hats and a book or 2 books and a hat . ', ' YOU: i can give you both books and 2 balls but i really need both hats ', ' THEM: deal . ']", item0=0 item1=2 item2=0 ,10 agree, 2 2 2 2 2 1
2 2 2 2 2 1 ,"['THEM: i can give you a ball and book ', ' YOU: no deal . i need 2 hats and a book or 2 books and a hat . ', ' THEM: i can give you both books and 2 balls but i really need both hats ', ' YOU: deal . ']", item0=2 item1=0 item2=2 ,6 agree, 2 0 2 5 2 0
2 2 3 0 1 6 ,"['YOU: i need one book and one ball for this to work ', ' THEM: okay you can have one ball and one book and i will take the rest ', ' YOU: sounds fair to me ', ' THEM: thank you ! ']", item0=1 item1=0 item2=1 ,8 agree, 2 0 3 3 1 1
2 0 3 3 1 1 ,"['THEM: i need one book and one ball for this to work ', ' YOU: okay you can have one ball and one book and i will take the rest ', ' THEM: sounds fair to me ', ' YOU: thank you ! ']", item0=1 item1=3 item2=0 ,9 agree, 2 2 3 0 1 6
3 1 1 3 2 2 ,"['THEM: i need the hat you can have the rest ', ' YOU: okay that is fine . thank you ! ', ' THEM: sounds good ']", item0=3 item1=0 item2=2 ,7 agree ,3 0 1 10 2 0
3 0 1 10 2 0,"[' YOU: i need the hat you can have the rest ', ' THEM: okay that is fine . thank you ! ', ' YOU: sounds good ']", item0=0 item1=1 item2=0 ,10 agree, 3 1 1 3 2 2
1 10 4 0 2 0,"[' YOU: the book and ball for me ', ' THEM: no deal . ', ' YOU: counter ? ', ' THEM: a book , a ball and three hats ', ' YOU: how about you take everything but the book ', ' THEM: deal ! ']", item0=1 item1=0 item2=0 ,10 agree, 1 2 4 1 2 2
1 2 4 1 2 2 ,"['THEM: the book and ball for me ', ' YOU: no deal . ', ' THEM: counter ? ', ' YOU: a book , a ball and three hats ', ' THEM: how about you take everything but the book ', ' YOU: deal ! ']", item0=0 item1=4 item2=2 ,8 agree ,1 10 4 0 2 0
1 2 2 4 3 0 ,"[""THEM: i'll take a book and two balls if thst's cool "", ' YOU: that would work if needed but really rather give you 3 balls and i take hats and book ', ' THEM: i need the book to make it work ', ' YOU: ok deal ']", item0=0 item1=2 item2=1 ,8 agree, 1 4 2 0 3 2
1 4 2 0 3 2 ,"[""YOU: i'll take a book and two balls if thst's cool "", ' THEM: that would work if needed but really rather give you 3 balls and i take hats and book ', ' YOU: i need the book to make it work ', ' THEM: ok deal ']", item0=1 item1=0 item2=2 ,8 agree, 1 2 2 4 3 0
3 1 2 3 1 1 ,"['YOU: i would like two hats , two books , and one basketball ', ' THEM: i need you to give me both hats . and you can have the rest . ', ' YOU: that doesnt work for me ', ' THEM: then i will take your offer . ']", item0=2 item1=2 item2=1 ,9 disagree, 3 0 2 2 1 6
1 2 3 0 2 4 ,"['THEM: i need the balls and 2 hats ', "" YOU: i'll take one ball , the book , and one hat , you can have the rest . "", ' THEM: i need both balls , you can have the rest ', ' YOU: i have to have one ball . i can take one ball and the book , and you can have all the hats and the other ball . ', ' THEM: okay ']", item0=1 item1=0 item2=1 ,6 agree, 1 1 3 1 2 3
