index,sentences,template
17941,alright . i will give you the book and 2 hats .,_yes _offer (_books:1 _hats:2 ) 
17944,ok,_deal 
17950,okay,_deal 
17952,ok deal,_deal 
17953,yes,_deal 
17962,no deal,_nodeal 
17963,no deal,_nodeal 
17973,great ! thank you !,_deal 
17978,yes,_deal 
17982,okay great ! thank you !,_deal 
17997,deal,_deal 
18000,okay,_deal 
18002,deal .,_deal 
18003,sounds good,_deal 
18004,great,_deal 
18007,a book and a ball .,_misc (_books:1 _balls:1) 
18009,deal .,_deal 
18014,okay deal .,_deal 
18019,hello,_greeting 
18024,deal,_deal 
18027,thank you,_deal _thanks 
18033,deal .,_deal 
18036,okay deal,_deal 
18038,sounds good .,_deal 
18040,book mine or no deal,_need (_books:1 ) 
18055,deal .,_deal 
18058,ok deal,_deal 
18066,deal,_deal 
18077,deal,_deal 
18082,ok .,_deal 
18084,deal .,_deal 
18086,thx,_deal _thanks 
18091,no deal then,_nodeal 
18096,no deal then .,_nodeal 
18128,book and 4 hats for me will work,_need (_books:1 _hats:4 ) 
18135,okay,_deal 
18142,alright . i guess i'll take the hat .,_yes _need (_hats:1 ) 
18148,fine,_deal 
18154,"balls are nothing to me , need hat and 1 book",_need (_books:1 _hats:1 _balls:0) 
18160,deal,_deal 
18162,sounds good,_deal 
18166,i can't do that,_nodeal 
18171,no deal,_nodeal 
18176,ok deal,_deal 
18187,yes .,_deal 
18190,deal,_deal 
18198,deal,_deal 
18200,deal .,_deal 
18204,deal !,_deal 
18212,ok,_deal 
18217,"are you able to select ""no deal was agreed"" ?",_nodeal 
18225,deal .,_deal 
18227,great,_deal 
18231,okay,_deal 
18234,great ! thank you !,_deal 
18235,deal .,_deal 
18241,ok deal,_deal 
18247,deal .,_deal 
18250,book and one hat for me,_need (_books:1 _hats:1 ) 
18251,deal,_deal 
18253,great !,_deal 
18254,balls and two hats for me,_need (_hats:2 _balls:all) 
18257,sounds good .,_deal 
18258,no deal .,_nodeal 
18259,no deal .,_nodeal 
18262,ok,_deal 
18263,no deal,_nodeal 
18264,no deal,_nodeal 
18266,deal,_deal 
18272,all i can give you is hats and one ball,_offer (_hats:all _balls:1) 
18284,deal,_deal 
18286,alright i will take the book . you take the rest .,_need (_books:1 ) _offer (_books:rest _hats:rest _balls:rest) 
18287,book only,_misc (_books:1 ) 
18288,great,_deal 
18290,deal,_deal 
18296,ok,_deal 
18300,okay great ! thank you !,_deal 
18301,deal,_deal 
18304,ok,_deal 
18317,deal,_deal 
18322,"okay , deal",_deal 
18325,deal,_deal 
18348,no deal,_nodeal 
18350,beautiful,_deal 
18352,okay,_deal 
18355,deal,_deal 
18360,"2 books for me , you can have all the rest",_need (_books:2 ) _offer (_books:rest _hats:rest _balls:rest) 
18362,deal,_deal 
18365,ok deal .,_deal 
18368,ok,_deal 
18374,deal !,_deal 
18382,no deal,_nodeal 
18388,never,_nodeal 
18390,deal,_deal 
18399,ok,_deal 
18416,thanks,_deal _thanks 
18418,deal,_deal 
18420,yes,_deal 
18426,sounds good .,_deal 
18453,deal .,_deal 
18461,nope,_nodeal 
18462,no deal,_nodeal 
18471,ok no deal,_nodeal 
18475,no deal,_nodeal 
18476,no deal,_nodeal 
18479,alright 1 hat and 2 books deal,_yes _misc (_books:2 _hats:1 ) 
18487,2 books and a hat please .,_need (_books:2 _hats:1 ) 
18488,2 balls and the hat ?,_misc (_hats:1 _balls:2) 
18489,yes,_deal 
18491,great ! thank you !,_deal 
18493,ok,_deal 
18494,ok,_deal 
18499,no deal .,_nodeal 
18500,no deal,_nodeal 
18502,alright .,_deal 
18503,yes .,_deal 
18509,deal 4 hats for you and 1 book and 1 ball for me,_deal 
18511,ok .,_deal 
18515,okay .,_deal 
18523,ok,_deal 
18536,2 hats and a ball or the book,_misc (_books:? _hats:2 _balls:?) 
18539,deal,_deal 
18547,deal,_deal 
18555,deal,_deal 
18562,deal,_deal 
18565,ok,_deal 
18570,fine,_deal 
18573,deal,_deal 
18589,deal,_deal 
18591,i can do that,_deal 
18594,"okay , deal",_deal 
18603,thx,_deal _thanks 
18605,deal .,_deal 
18619,deal,_deal 
18626,no deal,_nodeal 
18630,no deal,_nodeal 
18634,ok,_deal 
18636,deal,_deal 
18643,agreed . no deal .,_nodeal 
18644,no deal .,_nodeal 
18645,no deal .,_nodeal 
18658,thank you,_deal _thanks 
18669,great !,_deal 
18672,deal,_deal 
18679,no deal .,_nodeal 
18680,no deal .,_nodeal 
18683,"agree , no deal",_nodeal 
18684,ok,_deal 
18686,no deal,_nodeal 
18697,"ok , deal",_deal 
18710,deal,_deal 
18723,no can do,_nodeal 
18725,no deal,_nodeal 
18730,nope,_nodeal 
18731,indeed,_deal 
18742,deal,_deal 
18743,"1 ball , 1 hat and 2 books for me",_need (_books:2 _hats:1 _balls:1) 
18747,thanks !,_deal _thanks 
18748,deal,_deal 
18761,deal,_deal 
18762,book and hats,_misc (_books:1 _hats:all ) 
18765,fine,_deal 
18770,deal,_deal 
18775,deal !,_deal 
18782,ok deal,_deal 
18784,okay deal .,_deal 
18790,deal,_deal 
18793,": ) okay , you can have the ball , i'll take the hat and the 3 books",_deal _need (_books:3 _hats:1 ) _offer (_balls:1) 
18794,2 balls . . . you can have everything else,_need (_balls:2) _offer (_books:rest _hats:rest _balls:rest) 
18796,sounds good,_deal 
18808,yes,_deal 
18813,ok,_deal 
18819,ok,_deal 
18823,then no deal,_nodeal 
18824,no deal,_nodeal 
18829,no deal .,_nodeal 
18841,deal .,_deal 
18845,okay thank you !,_deal 
18849,deal,_deal 
18858,nope,_nodeal 
18859,great,_deal 
18862,no deal,_nodeal 
18863,no deal,_nodeal 
18868,no deal,_nodeal 
18869,no deal,_nodeal 
18874,i agree .,_deal 
18882,no deal .,_nodeal 
18883,no deal .,_nodeal 
18884,no deal .,_nodeal 
18887,no deal,_nodeal 
18888,no deal,_nodeal 
18889,no deal,_nodeal 
18890,books and balls for me,_need (_books:all _balls:all) 
18891,books and one ball for me,_need (_books:all _balls:1) 
18894,deal,_deal 
18897,i can't do that,_nodeal 
18899,no deal,_nodeal 
18906,deal,_deal 
18910,deal .,_deal 
18919,2 hats and one book for one ball,_need (_books:1 _hats:2 ) _offer (_books:1 ) 
18924,deal .,_deal 
18930,okay,_deal 
18934,deal .,_deal 
18937,yes,_deal 
18939,okay great ! thank you !,_deal 
18940,okay,_deal 
18954,no deal .,_nodeal 
18955,no deal .,_nodeal 
18956,okay deal .,_deal 
18960,no deal,_nodeal 
18966,deal,_deal 
18972,then no deal,_nodeal 
18978,ok no deal,_nodeal 
18986,fine,_deal 
18996,thanks,_deal _thanks 
18998,okay,_deal 
19000,okay great ! thank you !,_deal 
19002,deal,_deal 
19013,deal,_deal 
19020,deal,_deal 
19022,okay great ! thank you !,_deal 
19024,sounds good,_deal 
19027,all three hats,_misc (_hats:3 ) 
19035,ok,_deal 
19038,deal,_deal 
19042,ok,_deal 
19044,great,_deal 
19047,all i want is the hat . . but its unfortunately non - negotiable . . . . all 10 points for me are the hat,_need (_hats:1 ) 
19048,"as i said , , , the hat is 10 for me , the book and balls are 0 . . . so if no hat for me we're done . . . sorry , , , , its a weird one",_nodeal 
19051,ok,_deal 
19055,deal,_deal 
19063,deal,_deal 
19068,yes .,_deal 
19071,deal,_deal 
19073,thank you !,_deal 
19075,deal,_deal 
19078,thanks,_deal _thanks 
19081,yes,_deal 
19088,cool,_deal 
19092,deal,_deal 
19093,deal,_deal 
19097,no .,_nodeal 
19103,"ball , book , hat",_misc (_books:1 _hats:1 _balls:1) 
19104,no deal,_nodeal 
19107,ok deal,_deal 
19119,deal,_deal 
19122,yup !,_deal 
19136,deal,_deal 
19143,no deal,_nodeal 
19147,no deal .,_nodeal 
19148,agreed . no deal .,_nodeal 
19164,agreed,_deal 
19166,agreed . which means i get two books and the ball .,_deal _need (_books:2 _balls:1) 
19174,yes,_deal 
19176,deal,_deal 
19187,okay deal,_deal 
19190,okay deal .,_deal 
19198,agreed i will take that deaa,_deal 
19203,ok,_deal 
19205,deal,_deal 
19211,deal,_deal 
19225,deal .,_deal 
19229,okay,_deal 
19233,"alright , thank you !",_deal _thanks 
19235,deal,_deal 
19239,sure,_deal 
19241,deal,_deal 
19243,"and i will take the rest , good deal",_need (_books:rest _hats:rest _balls:rest) 
19245,nope,_nodeal 
19254,deal,_deal 
19259,okay deal,_deal 
19264,great !,_deal 
19277,ok deal,_deal 
19287,deal,_deal 
19290,books and hats to me,_need (_books:all _hats:all ) 
19302,"balls to you , the rest to me",_need (_books:rest _hats:rest _balls:rest) _offer (_balls:all) 
19304,deal .,_deal 
19315,agreed . no deal,_nodeal 
19316,no deal,_nodeal 
19319,no deal,_nodeal 
19320,no deal,_nodeal 
19321,no deal,_nodeal 
19324,ok deal,_deal 
19329,ok,_deal 
19334,okay great !,_deal 
19337,ok deal,_deal 
19339,sure,_deal 
19344,then no deal,_nodeal 
19348,no deal .,_nodeal 
19349,no deal .,_nodeal 
19352,ok,_deal 
19358,deal .,_deal 
19366,yes,_deal 
19368,deal,_deal 
19386,fine,_deal 
19389,okay thank you !,_deal 
19392,any way you will take the hat and the ball instead ?,_offer (_books:0 _hats:1 _balls:1) 
19400,no deal,_nodeal 
19404,no deal,_nodeal 
19405,nd,_nodeal 
19416,ok,_deal 
19428,okay,_deal 
19435,sounds good,_deal 
19437,yes,_deal 
19441,deal,_deal 
19443,okay,_deal 
19445,deal,_deal 
19447,ok,_deal 
19448,"2 hats and book for me , rest for you",_need (_books:1 _hats:2 ) _offer (_books:rest _hats:rest _balls:rest) 
19450,deal .,_deal 
19454,"okay , deal",_deal 
19456,thanks .,_deal 
19459,deal,_deal 
19461,"and i will take the hat and the book , good deal",_yes _need (_books:1 _hats:1 ) 
19463,deal . thank you .,_deal _thanks 
19465,ok,_deal 
19466,and i can have the rest ?,_need (_books:rest _hats:rest _balls:rest) 
19467,deal,_deal 
19469,sure,_deal 
19475,no deal,_nodeal 
19476,how about no,_nodeal 
19479,no deal,_nodeal 
19483,deal,_deal 
19489,ok,_deal 
19497,ok,_deal 
19500,great,_deal 
19508,deal,_deal 
19517,yep,_deal 
19519,deal !,_deal 
19522,2 balls and 1 hat for me ; the rest is yours,_need (_hats:1 _balls:2) _offer (_books:rest _hats:rest _balls:rest) 
19523,deal .,_deal 
19530,no deal,_nodeal 
19531,no deal,_nodeal 
19532,no deal,_nodeal 
19536,no deal .,_nodeal 
19537,no deal .,_nodeal 
19545,sounds good,_deal 
19552,1 ball 2 books,_misc (_books:2 _balls:1) 
19559,yes,_deal 
19560,and i can have the rest ?,_need (_books:rest _hats:rest _balls:rest) 
19566,"okay , deal",_deal 
19569,2 hats and 1 ball,_misc (_hats:2 _balls:1) 
19572,2 hats rest for you,_need (_hats:2 ) _offer (_books:rest _hats:rest _balls:rest) 
19574,no can do,_nodeal 
19577,deal,_deal 
19578,okay,_deal 
19587,deal,_deal 
19593,deal .,_deal 
19599,sounds good,_deal 
19601,no,_nodeal 
19607,deal,_deal 
19623,ok,_deal 
19625,sure,_deal 
19628,okay,_deal 
19631,ok,_deal 
19638,a little . how about i take two hats and a book and you take the rest ?,_need (_books:1 _hats:2 ) _offer (_books:rest _hats:rest _balls:rest) 
19644,ok,_deal 
19647,great,_deal 
19650,deal,_deal 
19657,ok,_deal 
19662,yes,_deal 
19671,ok deal,_deal 
19673,book is mine,_need (_books:1 ) 
19674,and i get one ball,_need (_balls:1) 
19677,"alright , then i get the rest ?",_counteroffer _need (_books:rest _hats:rest _balls:rest) 
19678,deal,_deal 
19680,sure,_deal 
19683,deal,_deal 
19693,alright i'm taking 3 books and the hat .,_need (_books:3 _hats:1 ) 
19695,nope,_nodeal 
19696,okay,_deal 
19698,no deal then,_nodeal 
19701,i can do that,_deal 
19712,deal,_deal 
19715,okay deal .,_deal 
19716,"book and ball to me , rest to you",_need (_books:1 _balls:1) _offer (_books:rest _hats:rest _balls:rest) 
19719,sure,_deal 
19729,alright i guess that'll do . it better not be those awful candy hearts though . hats away,_deal 
19749,book and three hats,_misc (_books:1 _hats:3 ) 
19753,book and all hats for me if you get ball,_need (_books:1 _hats:all ) _offer (_balls:all) 
19754,"ball to costly to me , book and all hats is worth less then ball for me",_need (_balls:1) 
19755,deal,_deal 
19764,"agrred , deal",_deal 
19769,no deal .,_nodeal 
19770,no deal,_nodeal 
19771,. no deal,_nodeal 
19774,no deal then,_nodeal 
19775,no deal,_nodeal 
19776,no deal,_nodeal 
19779,ok,_deal 
19783,deal,_deal 
19795,okay deal,_deal 
19798,sure,_deal 
19803,got it thanks,_deal 
19816,no deal .,_nodeal 
19821,ok no deal,_nodeal 
19823,great,_deal 
19826,thank you !,_deal 
19828,fine,_deal 
19836,ok,_deal 
19839,deal .,_deal 
19843,yes,_deal 
19848,no deal .,_nodeal 
19849,no deal .,_nodeal 
19854,awesome .,_deal 
19855,sure,_deal 
19857,ok,_deal 
19872,balls aint worth but a pence to me going to need more than that,_need (_balls:0) 
19878,no deal,_nodeal 
19879,no deal,_nodeal 
19880,no deal,_nodeal 
19884,yep,_deal 
19886,all i need is the hat,_need (_hats:1 ) 
19905,ok deal,_deal 
19908,deal,_deal 
19916,no deal,_nodeal 
19917,no deal,_nodeal 
19918,deal,_deal 
19939,"ok , no deal",_nodeal 
19940,yup,_deal 
19942,agreed,_deal 
19945,no deal .,_nodeal 
19946,no deal .,_nodeal 
19947,agreed . no deal .,_nodeal 
19950,ok,_deal 
19968,alright i will take 2 books and the hat then .,_yes _need (_books:2 _hats:1 ) 
19971,deal,_deal 
19978,3 books is worth one hat so i need one or the other,_misc (_hats:1 ) _need (_books:3 ) 
19983,no deal,_nodeal 
19987,ok,_deal 
19989,deal,_deal 
19991,deal,_deal 
20001,sounds good,_deal 
20005,deal,_deal 
20008,ok,_deal 
20015,agreed . thank you !,_deal 
20027,deal . thank you .,_deal _thanks 
20029,deal,_deal 
20034,deal .,_deal 
20047,deal,_deal 
20048,deal,_deal 
20059,okay .,_deal 
20062,deal,_deal 
20064,deal,_deal 
20079,sure,_deal 
20085,sounds good .,_deal 
20087,"alright i tell you wait , i don't really play basketball , so i'll let you have them . . i'll just take the rest of the junk off your hands . .",_need (_books:rest _hats:rest _balls:rest) _offer (_balls:all) 
20106,ok,_deal 
20114,deal,_deal 
20119,ok deal,_deal 
20122,yes,_deal 
20126,deal .,_deal 
20130,ok,_deal 
20135,deal .,_deal 
20137,great ! thank you !,_deal 
20140,deal .,_deal 
20146,deal .,_deal 
20150,ball has no value need the book .,_need (_books:1 _balls:0) 
20157,no deal,_nodeal 
20164,ok,_deal 
20168,yes .,_deal 
20179,"alright , you can have the hat , and the ball . i will take three books .",_need (_books:3 ) _offer (_hats:1 _balls:1) 
20192,deal !,_deal 
20195,yes,_deal 
20201,no deal .,_nodeal 
20202,okay thank you !,_deal 
20207,great,_deal 
20220,deal,_deal 
20221,all i want is the hat you can have the rest,_need (_hats:1 ) _offer (_books:rest _hats:rest _balls:rest) 
20226,deal,_deal 
20228,deal .,_deal 
20230,deal,_deal 
20232,yes .,_deal 
20237,deal,_deal 
20240,no deal,_nodeal 
20246,okay no deal .,_nodeal 
20253,no can do,_nodeal 
20254,2 books and one hat,_misc (_books:2 _hats:1 ) 
20256,okay deal,_deal 
20262,awesome deal,_deal _thanks 
20264,deal !,_deal 
20268,ok,_deal 
20271,and i get the rest then,_need (_books:rest _hats:rest _balls:rest) 
20272,ok,_deal 
20273,any chance i can get the ball as well,_need (_balls:1) 
20284,no deal,_nodeal 
20285,no deal,_nodeal 
20287,okay,_deal 
20292,"are the hats worth much to you , can i have 3 books 1 hat ?",_misc (_hats:all ) _need (_books:3 _hats:1 ) 
20293,ok,_deal 
20312,no deal .,_nodeal 
20317,yep,_deal 
20320,"ok , deal",_deal 
20322,"ok , deal",_deal 
20326,deal,_deal 
20327,no deal,_nodeal 
20341,deal,_deal 
20346,: - ),_thanks 
20362,deal .,_deal 
20367,deal,_deal 
20369,awesome .,_deal 
20372,hi,_greeting 
20375,absolutely not . two books and a ball work though .,_counteroffer _misc (_books:2 _balls:1) 
20381,yup impossible unless one person gets low points glad you understand,_nodeal 
20390,deal,_deal 
20403,no,_nodeal 
20404,okay deal,_deal 
20405,no deal,_nodeal 
20407,deal,_deal 
20409,and one ball,_misc (_balls:1) 
20414,"appears our point distirbution is different . i will concede ; i get 1 book , 1 hat . . you get 3 balls , and 1 hat ?",_need (_books:1 _hats:1 ) _offer (_hats:1 _balls:3) 
20419,i can do that,_deal 
20421,deal,_deal 
20423,deal,_deal 
20447,great !,_deal 
20449,deal,_deal 
20454,deal .,_deal 
20466,deal .,_deal 
20470,thank you !,_deal 
20473,sounds good,_deal 
20477,no deal .,_nodeal 
20478,"a book , a ball and three hats",_misc (_books:1 _hats:3 ) 
20479,deal !,_deal 
20481,ok deal,_deal 
20490,okay,_deal 
20492,ball has my name written on it,_need (_balls:1) 
20497,and we're not going to resolve it,_nodeal 
20508,ok deal,_deal 
20518,deal,_deal 
20524,"bad deal for me , they didn't give me a lot to work with .",_nodeal 
20525,no deal .,_nodeal 
20526,1 ball for you . 3 books and 1 hat for me .,_need (_books:3 _hats:1 ) _offer (_balls:1) 
20527,no deal .,_nodeal 
20530,bad deal for me then . . . why so mean ?,_nodeal 
20536,deal .,_deal 
20539,thanks,_deal _thanks 
20544,yes,_deal 
20568,okay thank you !,_deal 
20577,deal,_deal 
20581,yes,_deal 
20585,ok deal,_deal 
20589,thank you,_deal _thanks 
20593,ok,_deal 
20595,yep,_deal 
20607,alright no deal .,_nodeal 
20611,"alright , no deal .",_nodeal 
20613,sounds good,_deal 
20614,deal .,_deal 
20620,"agreed , thank you",_deal 
20625,then no deal,_nodeal 
20631,ok deal,_deal 
20637,never,_nodeal 
20638,deal,_deal 
20641,thank you !,_deal 
20644,no,_nodeal 
20648,a book and two balls for me then ?,_need (_books:1 _balls:2) 
20651,are you interested in the hat at all ?,_misc (_hats:1 ) 
20659,agreed,_deal 
20660,1 hat 2 balls for m,_need (_hats:1 _balls:2) 
20661,1 ball 1 hat 2 books for me,_need (_books:2 _hats:1 _balls:1) 
20662,no deal,_nodeal 
20664,deal,_deal 
20665,books and 1 hat for me,_need (_books:all _hats:1 ) 
20667,okay,_deal 
20673,ok,_deal 
20677,okay no deal .,_nodeal 
20678,no deal .,_nodeal 
20686,deal,_deal 
20688,deal,_deal 
20696,deal,_deal 
20701,thanks,_deal _thanks 
20714,ok,_deal 
20729,no deal .,_nodeal 
20731,deal .,_deal 
20735,ok deal,_deal 
20742,great,_deal 
20752,deal,_deal 
20754,thx,_deal _thanks 
20762,yes,_deal 
20767,ok,_deal 
20770,thank you .,_deal 
20780,no deal,_nodeal 
20781,ok,_deal 
20793,ok,_deal 
20800,alright will take the balls .,_yes _need (_balls:all) 
20809,awesome,_deal 
20817,ok,_deal 
20819,deal,_deal 
20822,book is only thing of value to me,_need (_books:1 ) 
20830,i can do that,_deal 
20838,sounds good,_deal 
20839,sure,_deal 
20847,thanks !,_deal _thanks 
20861,deal .,_deal 
20870,no deal,_nodeal 
20874,ok,_deal 
20876,ok,_deal 
20881,deal,_deal 
20883,deal,_deal 
20893,deal,_deal 
20895,are the books of any value to you ?,_misc (_books:all ) 
20897,any chance you'll take all the hats and leave me the book and the ball ?,_need (_books:1 _balls:1) _offer (_hats:all ) 
20900,nope,_nodeal 
20902,deal .,_deal 
20905,thank you !,_deal 
20907,deal .,_deal 
20916,"books are 0 for me ball is only 4 for me and hats 1 , i'm trying to have atleast 6 here =x",_need (_books:0 ) 
20919,deal,_deal 
20934,okay great ! thank you !,_deal 
20940,no deal,_nodeal 
20948,deal,_deal 
20950,ok deal,_deal 
20957,yes,_deal 
20958,yes,_deal 
20965,yes,_deal 
20970,deal . you get all 3 hats,_deal 
20973,deal,_deal 
20981,okay thank you !,_deal 
20985,"book , 2 hats and a ball for me",_need (_books:1 _hats:2 _balls:1) 
20997,deal,_deal 
21001,ok deal,_deal 
21004,yes,_deal 
21007,book and 3 balls to me,_need (_books:1 _balls:3) 
21009,deal,_deal 
21013,ok,_deal 
21021,okay deal .,_deal 
21023,2 books,_misc (_books:2 ) 
21037,okay .,_deal 
21039,deal,_deal 
21045,best i can do is the book and two hats,_misc (_books:1 _hats:2 ) 
21046,yes,_deal 
21048,no deal,_nodeal 
21050,deal,_deal 
21060,"agreed , you take the 4 books and i take ball and hat .",_deal _need (_hats:1 _balls:1) _offer (_books:4 ) 
21064,no deal,_nodeal 
21080,deal,_deal 
21083,deal,_deal 
21087,no deal,_nodeal 
21089,ok,_deal 
21094,ok .,_deal 
21095,ok .,_deal 
21105,cool,_deal 
21108,no deal,_nodeal 
21109,agree,_deal 
21110,yes,_deal 
21114,no deal,_nodeal 
21115,no deal,_nodeal 
21116,no deal,_nodeal 
21120,agree with no deal .,_nodeal 
21123,balls are worthless to me,_need (_balls:0) 
21125,ok,_deal 
21126,no deal,_nodeal 
21130,no deal,_nodeal 
21131,no deal,_nodeal 
21133,agreed .,_deal 
21134,deal .,_deal 
21141,deal,_deal 
21146,ok,_deal 
21149,ok,_deal 
21155,deal,_deal 
21158,"ok , deal .",_deal 
21169,ok,_deal 
21175,deal,_deal 
21178,yes,_deal 
21182,"all 4 hats , no ball ?",_misc (_hats:4 _balls:0) 
21185,ok,_deal 
21188,no deal,_nodeal 
21189,no deal,_nodeal 
21190,no deal,_nodeal 
21191,hi,_greeting 
21194,no deal,_nodeal 
21195,no deal,_nodeal 
21201,deal,_deal 
21204,no deal,_nodeal 
21205,no deal,_nodeal 
21206,yes,_deal 
21209,no deal,_nodeal 
21210,no deal,_nodeal 
21211,no deal,_nodeal 
21213,ok,_deal 
21217,deal,_deal 
21220,"alright , i'll take two hats and the two balls if they don't do a thing for you .",_deal _need (_hats:2 _balls:2) 
21224,"and we're still going to roll with an uneven split . in that case , i'll take the books and a hat , then ?",_need (_books:all _hats:1 ) 
